"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"mcx","Mpiemo",29000,11,6296.852661,135.964859,4.52796936
"mcy","South Watut",890,5,235.3921305,1785.090088,7.233548403
"mcz","Mawan",470,0,1.6191952,2141.664124,7.110357523
"mda","Mada (Nigeria)",100000,8,1051.781899,684.9346924,5.532274246
"mdb","Morigi",700,4,744.5490919,1295.200195,5.687114239
"mdc","Male (Papua New Guinea)",970,4,7.5819345,2141.664124,7.110357523
"mdd","Mbum",51100,14,14783.65241,672.7867279,5.505387306
"mde","Maba (Chad)",296000,12,25463.818,279.1218262,4.369766474
"mdf","Moksha",2030,1,11608.90539,103.3001137,3.792916656
"mdg","Massalat",10,0,11941.78001,233.1573753,3.997254252
"mdh","Maguindanao",1100000,5,4628.560429,901.7791748,6.303224325
"mdi","Mamvu",60000,11,9077.11057,391.5422173,4.669788659
"mdj","Mangbetu",620000,12,29731.50305,218.5772533,4.092846632
"mdk","Mangbutu",15000,5,2455.954658,505.8438721,5.114546061
"mdm","Mayogo",100000,5,2983.142848,277.2405624,4.225031257
"mdn","Mbati",60000,3,2222.920007,192.9779968,4.349057674
"mdp","Mbala",200000,14,21078.21692,296.8771019,4.654328048
"mdq","Mbole",100000,10,20137.95439,125.9172745,3.800719857
"mdr","Mandar",475000,8,1336.352478,1409.319885,6.685564518
"mds","Maria (Papua New Guinea)",1350,7,1490.458239,1126.683517,6.858831644
"mdt","Mbere",105900,4,11631.3151,236.6518326,4.243530989
"mdu","Mboko",27200,2,726.9976451,220.8414714,4.393720945
"mdv","Santa Lucía Monteverde Mixtec",5430,3,96.89721595,1947.480916,6.786292871
"mdw","Mbosi",108000,5,8094.859736,279.2610779,4.44239068
"mdx","Dizin",33900,3,2109.086981,1306.354279,6.304843664
"mdy","Male (Ethiopia)",95000,9,1234.6154,1286.789124,6.565350771
"mdz","Suruí Do Pará",260,1,1168.796389,230.9023743,4.416878462
"mea","Menka",5200,5,105.1339193,1106.72113,5.925098896
"meb","Ikobi",1570,5,3299.407789,982.692627,4.942091465
"mec","Marra",57,3,2711.746033,173.4082184,4.236668825
"med","Melpa",130000,10,2178.479972,2458.823486,6.990205526
"mee","Mengen",8400,5,2851.823964,549.6293182,6.487257719
"mef","Bangladesh Lyngam",6870,6,120.6418409,1210.084686,5.138779879
"meh","Southwestern Tlaxiaco Mixtec",7340,3,254.359761,1937.062744,6.740927696
"mei","Midob",50000,1,1510.093773,345.2023621,5.014269114
"mej","Meyah",14800,6,6645.253322,670.0216293,6.307080388
"mek","Mekeo",19000,6,2867.894903,1833.379211,7.185129404
"mel","Central Melanau",113280,3,1844.191452,281.2333984,4.381498277
"mem","Mangala",61,2,6577.829501,190.1380157,4.393226624
"men","Mende (Sierra Leone)",1499700,9,28816.09027,323.1824036,4.731113434
"mep","Miriwung",210,5,17789.83989,379.3855591,5.049996376
"meq","Merey",10000,4,47.22276528,269.8820686,3.989992976
"mer","Meru",1660000,11,6192.265263,1371.437164,6.201543331
"mes","Masmaje",0,4,1607.753611,239.5257416,3.914487123
"met","Mato",580,5,237.022879,1796.082153,7.287487507
"meu","Motu",39000,7,70.61622401,1892.6604,7.190649509
"mev","Mann",390000,6,6896.150734,411.1082764,4.789280176
"mew","Maaka",10000,5,1750.698665,346.9700928,5.006450653
"mey","Hassaniyya",3238190,18,1668384.64,100.5080271,3.496623635
"mez","Menominee",35,1,489.8781073,232.4905186,4.1357584
"mfc","Mba",36100,4,7001.655859,169.6915855,4.110848844
"mfd","Mendankwe-Nkwen",23100,5,87.92364757,1106.72113,5.925098896
"mff","Naki",3000,9,226.3305338,1106.72113,5.925098896
"mfg","Mixifore",20000,4,329.2755462,244.5726929,4.37706399
"mfh","Matal",18000,6,98.74585689,269.8820686,3.989992976
"mfi","Wandala",43500,13,1791.682326,259.5497246,3.757475495
"mfj","Mefele",11000,6,142.8464802,430.8778992,4.921094418
"mfk","North Mofu",27500,7,117.5792312,269.8820686,3.989992976
"mfl","Putai",50,11,8630.202169,430.8778992,4.921094418
"mfm","Marghi South",166000,11,8630.202169,430.8778992,4.921094418
"mfn","Cross River Mbembe",100000,13,917.7796559,348.8528137,4.741388559
"mfo","Mbe",65000,4,129.7839652,727.786972,5.333243728
"mfp","Makassar Malay",0,1,710.4695545,502.8755188,6.305090427
"mfq","Moba",190800,4,1861.057655,247.1611328,4.408506632
"mfr","Marithiel",15,3,544.8616413,185.4514236,4.499478102
"mft","Mokerang",200,0,4.573877655,65.57713509,4.870939255
"mfu","Mbwela",222000,14,189399.5516,265.3576355,4.488793373
"mfv","Mandjak",310600,13,5929.020472,32.27769279,3.006101012
"mfw","Mulaha",0,2,259.0479404,1927.381836,7.102321863
"mfx","Melo",20200,3,798.555104,1286.789124,6.565350771
"mfy","Mayo",32900,2,29742.70352,1167.053223,5.824351788
"mfz","Mabaan",50000,4,6516.892326,258.3789444,3.788920164
"mgb","Mararit",42400,3,2407.497978,338.9927673,4.626244068
"mgc","Morokodo",50000,3,4018.825526,291.4970398,4.485100746
"mgd","Moru",70000,5,6373.597837,300.0865936,4.358267307
"mge","Mango",52200,4,2637.682045,136.3961639,3.896679401
"mgf","Maklew",120,4,3014.985956,32.45097351,2.679110289
"mgg","Mpongmpong",45000,6,5292.276165,140.9774094,4.3985943
"mgh","Makhuwa-Meetto",1348000,9,65545.4735,338.4850769,4.84874773
"mgi","Lijili",50000,4,643.8781994,741.4852524,5.280736923
"mgj","Abureni",4000,4,145.8081327,115.6379375,2.924462557
"mgk","Mawes",850,6,124.1965062,580.927002,5.985350609
"mgl","Maleu-Kilenge",5200,2,821.6327484,613.0570679,6.149116993
"mgm","Mambae",131000,8,2799.656637,710.0447693,6.284698248
"mgn","Mbangi",2750,3,497.4777103,139.7054113,4.313602606
"mgo","Meta'",87000,12,663.9127925,1106.72113,5.925098896
"mgp","Eastern Magar",533700,19,4797.491851,4507.749512,7.108198643
"mgq","Malila",65000,4,634.4057471,1157.950684,6.386398315
"mgr","Mambwe-Lungu",502000,6,23731.13451,819.4627075,5.76186657
"mgs","Manda-Matumba",22000,5,1609.61823,1112.204285,6.292636395
"mgt","Mwakai",340,2,36.21142915,1605.971558,6.177941203
"mgu","Mailu",8500,8,601.3354169,925.5508041,6.496482968
"mgv","Matengo",150000,6,3944.563952,779.956604,6.08974123
"mgw","Matumbi",72000,3,9679.019382,573.3055267,5.273295403
"mgy","Mbunga",29000,4,4685.029666,1221.513794,5.977025509
"mgz","Mbugwe",24000,3,1420.144049,811.6998291,6.265856266
"mha","Manda (India)",4040,1,666.5964465,639.3656082,5.574413657
"mhb","Mahongwe",1000,2,1262.88632,210.9805222,4.326833963
"mhc","Mocho",140,3,78.87698012,1827.145874,6.792926431
"mhe","Besisi",2990,5,1726.759887,409.4014435,4.674030781
"mhf","Mamaa",200,0,97.87020266,1785.090088,7.233548403
"mhg","Margu",1,2,51.7308323,57.01037979,3.408040762
"mhi","Ma'di",314000,6,8664.028765,672.0764771,5.588666439
"mhk","Mungaka",50100,9,352.4567949,1106.72113,5.925098896
"mhl","Mauwake",2390,7,202.8385858,1746.354324,6.392463326
"mhm","Makhuwa-Moniga",200000,3,5248.530469,478.884201,4.932036877
"mhn","Mòcheno",1900,3,13382.92169,1433.329346,6.359107375
"mho","Mashi (Zambia)",21430,6,8964.500286,94.64265823,3.341811776
"mhq","Mandan",10,3,144.5390389,252.113903,4.576221585
"mhr","Eastern Mari",470000,4,29095.83141,103.7195644,3.98267591
"mhs","Buru (Indonesia)",33000,2,7562.18768,894.6515503,6.546961308
"mht","Mandahuaca",3000,9,5780.029564,320.4883614,4.173181653
"mhu","Tawra",34850,5,2287.554511,3830.853516,7.182906628
"mhw","Mbukushu",35100,13,44373.75646,108.6415844,3.506739914
"mhx","Maru",103500,11,6653.307588,1437.862183,6.470178485
"mhy","Ma'anyan",150000,7,3915.160283,225.969635,4.506129146
"mhz","Mor (Mor Islands)",700,3,246.759382,962.6687012,6.417437315
"mia","Miami",2000,1,61267.39156,34.71512604,2.913640022
"mib","Atatláhuca Mixtec",8300,5,107.2285018,1947.480916,6.786292871
"mic","Mi'kmaq",8270,2,2225.39474,117.3276062,4.560739517
"mid","Mandaic",5500,2,33825.92011,824.3961639,4.74100399
"mie","Ocotepec Mixtec",6170,5,304.6466778,1937.062744,6.740927696
"mif","Mofu-Gudur",60000,7,409.2888631,269.8820686,3.989992976
"mig","San Miguel El Grande Mixtec",6000,8,254.8937158,1929.708313,6.722405553
"mih","Chayuco Mixtec",10000,4,164.8465653,2254.434814,6.844264984
"mii","Chigmecatitlán Mixtec",1070,2,69.26101614,1619.690674,6.637590408
"mij","Mungbam",400,4,44.92418108,1106.72113,5.925098896
"mik","Mikasuki",190,1,450.9315359,13.36879969,2.007593215
"mil","Peñoles Mixtec",5500,5,183.7129133,1929.708313,6.722405553
"mim","Alacatlatzala Mixtec",30000,4,318.4431803,2082.57666,6.781621138
"mio","Pinotepa Nacional Mixtec",20000,6,306.5198545,2254.434814,6.844264984
"mip","Apasco-Apoala Mixtec",10000,2,300.3163798,1929.708313,6.722405553
"miq","Mískito",183000,6,17791.88849,187.738739,4.427905083
"mir","Isthmus Mixe",20000,2,184.3141905,1100.016561,6.12075901
"mit","Southern Puebla Mixtec",3180,2,134.8529972,1619.690674,6.637590408
"miu","Cacaloxtepec Mixtec",460,1,51.43979124,1937.062744,6.740927696
"miw","Akoye",800,5,678.5481214,1690.902893,6.805873156
"mix","Mixtepec Mixtec",9170,5,258.9281247,1937.062744,6.740927696
"miy","Ayutla Mixtec",11500,1,284.0514102,1793.602051,6.879733324
"miz","Coatzospan Mixtec",2090,6,49.08252446,1876.390503,6.530743599
"mjc","San Juan Colorado Mixtec",7820,3,235.3353944,2254.434814,6.844264984
"mjd","Northwest Maidu",3,1,263.933825,1564.287964,6.392050743
"mje","Muskum",0,1,5636.930156,69.13884354,2.600202799
"mjg","Tu",152000,3,4163.339618,1310.837524,6.74439621
"mjh","Mwera (Nyasa)",6000,3,270.1002202,779.956604,6.08974123
"mji","Kim Mun",374500,20,3245.004916,658.2971191,6.076313376
"mjj","Mawak",25,3,39.10372996,1692.247772,6.021868944
"mjk","Matukar",430,2,2.977997921,1746.354324,6.392463326
"mjl","Mandeali",900000,7,4377.862153,3127.183533,6.342399716
"mjm","Medebur",510,1,6.61139892,1746.354324,6.392463326
"mjn","Ma (Papua New Guinea)",570,1,17.80863599,1796.082153,7.287487507
"mjo","Malankuravan",18600,2,582.4108202,596.2409058,5.798998833
"mjp","Malapandaram",5850,1,390.7532708,596.2409058,5.798998833
"mjq","Malaryan",0,0,1904.757114,663.0318604,6.372498035
"mjr","Malavedan",0,1,826.9192621,663.0318604,6.372498035
"mjs","Miship",6000,5,240.7320127,877.9816895,5.435926914
"mjt","Sauria Paharia",61000,3,3464.54579,858.5138321,4.741089821
"mju","Manna-Dora",0,4,1598.415367,779.6314087,6.027955532
"mjv","Mannan",7850,2,663.2924974,694.4335938,5.904432178
"mjw","Hills Karbi",420000,6,9434.029465,2148.637939,6.534326077
"mjx","Mahali",36000,11,7043.230196,472.3264465,5.106777668
"mjz","Majhi",44800,4,1709.391909,583.2530212,5.383067369
"mka","Mbre",200,1,11.22772647,139.6471519,4.136120915
"mkb","Mar Paharia of Dumka",51000,5,5442.994768,230.3787384,4.385190487
"mkc","Siliput",520,6,52.08214234,798.9605103,5.861983538
"mkd","Macedonian",1341400,9,35061.59114,1287.976257,6.524403811
"mke","Mawchi",99500,3,276.0504519,354.8303795,5.146704555
"mkf","Miya",30000,4,91.72374019,567.3654785,4.772120476
"mkg","Mak (China)",5000,2,105.7896758,570.6807022,5.678006172
"mki","Dhatki",148400,7,24937.76442,146.766573,3.770063519
"mkj","Mokilese",1050,0,1.280423836,0,2.515336275
"mkk","Byep",9500,6,1442.171543,208.499012,4.258697629
"mkl","Mokole",65500,2,1052.660229,196.9797058,4.188944817
"mkm","Moklen",1500,1,54.61393633,131.736515,5.169872284
"mko","Mingang Doso",3000,5,166.3877949,888.0291748,5.457853079
"mkp","Moikodi",570,4,636.853278,1962.103271,7.013994217
"mkr","Malas",650,3,56.84801991,1746.354324,6.392463326
"mks","Silacayoapan Mixtec",18700,4,1181.42324,1937.062744,6.740927696
"mkt","Vamale",100,2,47.00943245,282.3995056,5.718149662
"mku","Konyanka Maninka",210000,9,17544.17305,296.1636047,4.751494884
"mkv","Mafea",250,0,11.64943479,205.1739502,5.786854148
"mkw","Kituba (Congo)",1160000,11,2661.519867,368.6780243,5.255044699
"mkx","Cinamiguin Manobo",26700,0,252.9266648,670.864624,6.333107948
"mky","East Makian",20000,1,157.5275375,269.3351364,5.764955997
"mkz","Makasae-Makalero",102000,6,3002.870396,550.7117564,6.207241535
"mla","Tamambo",4000,0,180.7895825,205.1739502,5.786854148
"mlb","Mbule",100,3,0.873427196,786.6901398,5.513936996
"mlc","Cao Lan",169000,5,1503.748823,921.2493693,5.816663742
"mle","Manambu",2110,3,194.0396243,1519.695343,6.334013462
"mlf","Mal",26200,7,2014.099395,697.9358521,5.93449223
"mlh","Mape",1700,5,602.1445941,1402.202866,6.950956821
"mli","Malimpung",5000,3,63.65934918,1497.18335,6.643658161
"mlj","Miltu",270,3,398.503027,94.69268799,3.340209007
"mlk","Ilwana",16800,3,943.4302768,472.5276794,4.855869174
"mll","Malua Bay",500,3,62.44789956,205.1739502,5.786854148
"mlm","Mulam",86000,4,980.6488095,560.4515991,5.63210988
"mln","Malango",4140,4,891.5682077,383.1600037,5.952130795
"mlo","Mlomp",5400,2,24.02202671,32.27769279,3.006101012
"mlp","Bargam",3750,5,99.38791619,1746.354324,6.392463326
"mlq","Western Maninkakan",858300,11,61954.72155,234.3661575,4.686558962
"mlr","Vame",8500,4,103.9826493,269.8820686,3.989992976
"mls","Masalit",410900,9,18220.18912,394.1168213,4.986005306
"mlt","Maltese",393000,0,313.5262135,559.2686806,6.173058271
"mlu","To'abaita",12600,1,108.6964192,373.4177971,5.754378637
"mlv","Mwotlap",1800,1,34.28348475,128.9803343,5.064426124
"mlw","Moloko",8500,5,58.57230507,269.8820686,3.989992976
"mlx","Na'ahai",600,2,71.43976058,194.9789124,5.632886171
"mlz","Malaynon",8500,1,71.4438418,419.8288918,5.848471403
"mma","Mama",20000,7,1017.196475,877.9816895,5.435926914
"mmb","Momina",200,4,296.1601034,2090.648254,5.728715658
"mmc","Michoacán Mazahua",26600,2,435.5319028,1655.914164,6.46187369
"mmd","Maonan",30000,3,512.3082621,570.6807022,5.678006172
"mme","Tirax",1000,6,85.05038057,205.1739502,5.786854148
"mmf","Mundat",1000,5,62.73575566,877.9816895,5.435926914
"mmg","North Ambrym",5250,3,165.8219937,235.062912,5.705207348
"mmh","Mehináku",230,3,445.5488217,150.008049,3.883551836
"mmi","Musar",680,4,136.3864067,1746.354324,6.392463326
"mmj","Majhwar",34300,4,3283.888648,568.9957199,5.182478428
"mmk","Mukha-Dora",29700,3,1239.216074,779.6314087,6.027955532
"mml","Man Met",900,3,51.9247164,683.3406982,6.141578913
"mmm","Maii",180,3,50.07639637,209.6103821,5.640644073
"mmn","Mamanwa",5150,2,169.9503054,603.9463501,6.086345911
"mmo","Mangga Buang",1500,2,176.8590357,1774.098022,7.179609299
"mmp","Siawi",220,2,84.6577592,988.9312134,6.103123665
"mmq","Aisi",360,6,932.6523038,2487.246094,6.933227539
"mmr","Western Xiangxi Miao",820000,4,101.5238412,905.8083649,5.901335478
"mmt","Malalamai",900,4,15.11820604,1796.082153,7.287487507
"mmu","Mmaala",5300,4,182.2483568,786.6901398,5.513936996
"mmv","Miriti",55,0,643.5401057,78.87934875,3.55688556
"mmw","Emae",400,2,13.62715988,209.6103821,5.640644073
"mmx","Madak",3000,2,631.327493,606.7848511,6.437785625
"mmy","Migaama",20000,3,1319.498317,239.5257416,3.914487123
"mmz","Mabaale",42000,1,18765.14403,74.13305664,3.90668416
"mna","Mbula",4500,0,334.7805533,613.0570679,6.149116993
"mnb","Muna",300000,5,3780.761948,304.6272469,5.662588239
"mnc","Manchu",20,4,27538.41736,148.5918007,3.865739703
"mnd","Salamãi",2,1,818.6898944,272.7906685,4.528522372
"mne","Naba",278000,6,15029.06621,150.2026138,3.392111421
"mnf","Mundani",34000,6,186.0167637,1330.718506,6.410482407
"mng","Eastern Mnong",30000,5,3390.724778,826.4927673,5.688061476
"mnh","Mono (Democratic Republic of Congo)",65000,13,6603.015981,166.0248985,4.366431117
"mni","Manipuri",1485000,18,30235.23949,1435.66629,6.316109061
"mnj","Munji",5300,3,1876.555714,3118.088379,7.133195162
"mnk","Mandinka",1346000,18,14918.92603,47.58051682,3.105365753
"mnl","Tiale",400,7,141.6970503,170.2225342,6.111873627
"mnm","Mapena",270,5,187.6819775,925.5508041,6.496482968
"mnn","Southern Mnong",30000,5,2592.150681,766.8849258,5.622886062
"mnq","Minriq",0,5,3183.436201,908.2372437,6.207326889
"mnr","Mono (USA)",37,2,163.9238992,2382.043213,6.649955273
"mns","Northern Mansi",940,2,6841.969997,130.5400085,4.244175434
"mnu","Mer",85,8,3742.556584,1147.51413,6.525902271
"mnv","Rennell-Bellona",4390,0,696.3565029,71.92098999,4.180348933
"mnw","Mon",851000,4,15622.71419,711.4172058,5.970742226
"mnx","Sougb",12000,3,2698.839493,1220.762695,6.27396059
"mny","Manyawa",173000,4,4126.645877,549.3922729,5.136352539
"mnz","Moni",20000,8,3235.96637,1886.921265,7.132147312
"moa","Mwan",20000,4,706.2933407,137.180954,4.063173294
"moc","Mocoví",3000,1,20213.9403,38.31377411,2.372996807
"moe","Montagnais",11000,4,1608.423425,542.6911011,5.18384409
"mog","Mongondow",230000,7,4783.686123,516.3922348,6.345150828
"moh","Mohawk",3540,7,1281.969616,469.6450806,5.121440411
"moi","Mboi",19000,4,168.052687,496.9773712,5.214917302
"moj","Monzombo",12600,6,906.054977,150.1905721,3.922115644
"mok","Marori",50,2,922.0422236,74.67824078,2.73732084
"mom","Mangue",10000,2,10606.67806,472.3252449,5.125783682
"moo","Monom",6000,7,1479.942356,1120.517181,6.200793028
"mop","Mopán Maya",14200,5,2247.855959,551.9266968,5.716046333
"moq","Mor (Bomberai Peninsula)",30,4,529.4143426,751.7624969,5.963970661
"mor","Moro",30000,5,1292.126689,306.5653992,4.566905975
"mos","Mossi",5036700,18,67758.94406,71.32945251,3.481587172
"mot","Barí",5000,1,7173.998154,1488.459961,6.396538734
"mou","Mogum",7000,7,1352.662661,195.8860397,3.949975967
"mov","Mohave",100,1,735.5745419,1157.508057,6.266699791
"mow","Moi (Congo)",3020,4,1953.734416,220.0301743,4.272147298
"mox","Molima",4010,3,351.2741893,678.3092041,6.095396519
"moy","Shekkacho",79900,6,3718.133197,1463.588074,6.271581411
"moz","Mukulu",12000,2,331.0916938,126.4101944,3.388356566
"mpa","Mpoto",80000,3,615.2711288,779.956604,6.08974123
"mpb","Mullukmulluk",33,3,3880.000871,134.143692,4.120710373
"mpc","Mangarrayi",12,6,6976.585695,223.9858856,4.369115353
"mpd","Machinere",1080,2,5598.740456,314.3934352,3.910444339
"mpe","Majang",18500,7,5570.890647,1593.135986,6.235617161
"mpg","Marba",148000,6,1363.093955,164.6965256,3.784353336
"mph","Mawng",260,4,762.2335513,169.3298397,4.232854426
"mpi","Mpade",16000,7,3418.363904,58.80649948,2.367685318
"mpj","Martu Wangka",880,3,100503.9148,152.1554108,4.132319927
"mpk","Mbara (Chad)",1000,3,353.0887004,108.8862381,3.058891535
"mpl","Middle Watut",1700,2,136.8555189,1785.090088,7.233548403
"mpm","Yosondúa Mixtec",2000,4,117.4871934,2111.376038,6.860644102
"mpn","Mindiri",80,1,2.235526585,2141.664124,7.110357523
"mpo","Miu",395,2,104.7379659,797.8806229,6.52510802
"mpp","Migabac",2600,3,92.21540979,1402.202866,6.950956821
"mpq","Matís",320,2,14.78382905,66.04216385,3.530571282
"mpr","Vangunu",910,1,431.0253979,222.1152344,5.601763566
"mps","Dadibi",10000,3,1330.701654,2047.476929,6.682682276
"mpt","Mian",1400,8,2794.676434,1750.407135,6.133559704
"mpu","Makuráp",45,2,827.8682779,85.63421822,3.406349003
"mpv","Mungkip",12,1,15.04354816,1785.090088,7.233548403
"mpw","Mapidian-Mawayana",10,0,9006.689978,203.9580231,4.409771442
"mpx","Misima-Paneati",18000,0,305.9582956,162.4459991,4.398857594
"mpz","Mpi",900,1,79.29862967,647.2261963,5.903199673
"mqa","Maba (Indonesia)",6620,2,604.3252198,371.5919037,5.830461502
"mqb","Mbuko",15000,7,67.97591206,269.8820686,3.989992976
"mqc","Mangole",7280,1,244.2813076,264.7871017,5.968588114
"mqe","Matepi",280,5,28.4823866,1726.859233,6.443741798
"mqf","Momuna",2000,11,3534.873758,2090.648254,5.728715658
"mqh","Tlazoyaltepec Mixtec",3700,2,65.34177172,1929.708313,6.722405553
"mqi","Mariri",280,0,2.455975947,40.64036727,4.319220463
"mqj","Mamasa",100000,9,2594.769181,1520.108154,6.803731918
"mqk","Rajah Kabunsuwan Manobo",7560,4,150.3375129,775.9063873,6.303737164
"mql","Mbelime",39900,6,1803.884005,299.320343,4.737091064
"mqm","South Marquesan",2700,0,485.2744952,19.03609467,4.861768007
"mqn","Moronene",37000,2,4067.904593,468.3304138,5.899324179
"mqo","Modole",2000,4,310.4290665,267.2740326,5.947149992
"mqp","Manipa",1500,1,39.71931687,540.6937002,6.295250893
"mqq","Minokok",1200,5,622.8963198,753.4922791,5.883290052
"mqr","Mander",20,0,18.69923006,1156.561503,6.129546007
"mqs","West Makian",12000,4,280.5336452,268.3045845,5.856052995
"mqt","Mok",7,1,101.4784621,690.1029968,5.990604401
"mqu","Mandari",0,6,7086.368967,308.6761475,4.231433868
"mqv","Mosimo",50,4,17.89042,1746.354324,6.392463326
"mqw","Murupi",300,10,83.97041647,1746.354324,6.392463326
"mqx","Mamuju",60000,1,592.6137462,1133.867188,6.018680096
"mqy","Manggarai",900000,5,5319.21128,307.4435997,5.198795259
"mqz","Malasanga",1180,5,63.17316057,1204.569611,6.71830225
"mra","Mlabri",154,4,591.215761,878.0101318,5.812673569
"mrb","Sunwadia",500,1,52.20707282,260.5154419,5.769770622
"mrc","Maricopa",100,1,275.8653421,947.7015533,6.103950739
"mrd","Western Magar",308000,4,2701.646264,4857.905762,7.085071564
"mrf","Elseng",300,13,4614.26754,1018.881248,6.221927762
"mrg","Mising-Padam-Miri-Minyong",551000,7,7659.736952,2677.624451,6.807395458
"mrh","Mara Chin",54800,9,2784.613943,947.0452271,5.980243206
"mri","Maori",148000,1,31776.03876,536.0944557,5.811578155
"mrj","Western Mari",30000,2,993.8669379,144.1594086,4.155644655
"mrk","Hmwaveke",200,5,144.2211573,282.3995056,5.718149662
"mrl","Mortlockese",5900,0,33.10134457,0,3.82414034
"mrm","Merlav",1350,2,21.8603466,128.9803343,5.064426124
"mrn","Cheke Holo",10800,3,697.4759711,275.156105,5.642580271
"mro","Mru",50000,13,1727.372763,2413.652832,5.24168539
"mrp","Morouas",150,5,156.7794833,203.6951396,5.835590839
"mrq","North Marquesan",5390,0,588.9453587,30.70696259,4.185708046
"mrr","Maria (India)",165000,5,7453.421325,304.8838425,4.780080557
"mrs","Maragus",15,4,44.95841998,205.1739502,5.786854148
"mrt","Marghi Central",158000,11,8630.202169,430.8778992,4.921094418
"mru","Mono (Cameroon)",300,1,7.606711292,376.9195023,4.876743317
"mrv","Mangareva",600,0,30.30704029,0.260787904,3.592608571
"mrw","Maranao",776000,3,5848.126177,709.6044464,6.246079206
"mrx","Maremgi",55,3,44.85566298,580.927002,5.985350609
"mry","Mandaya",250000,6,853.6775297,810.9203084,6.293946902
"mrz","Marind",7000,11,13986.20804,87.69036484,2.744227489
"msb","Masbatenyo",350000,4,3195.242515,412.2036972,5.540220022
"msc","Sankaran Maninka",77000,3,4375.878224,331.518959,4.960406899
"mse","Musey",229000,10,4156.322157,178.8467064,3.728190303
"msf","Mekwei",1200,4,123.8163557,1018.881248,6.221927762
"msg","Moraid",1000,5,1499.643015,649.7730103,6.012153625
"msh","Masikoro Malagasy",550000,4,11134.78228,590.8294067,5.683935165
"msj","Ma (Democratic Republic of Congo)",4700,1,1258.301445,134.5377846,3.71467042
"msk","Mansaka",57800,6,3605.116496,947.8664246,6.521128416
"msl","Molof",230,5,359.7415527,1651.89798,6.48093915
"msm","Agusan Manobo",60000,11,8395.520291,775.9063873,6.303737164
"msn","Vurës",1100,1,64.9876913,128.9803343,5.064426124
"mso","Mombum",250,0,712.6528186,12.60453856,2.142769158
"msp","Maritsauá",0,2,18429.165,113.5947647,3.865756035
"msq","Caac",1170,3,47.57689632,282.3995056,5.718149662
"mss","West Masela",850,2,23.65926974,64.12904263,3.995591462
"msu","Musom",200,2,67.83760842,1785.090088,7.233548403
"msv","Maslam",250,7,189.2869091,69.13884354,2.600202799
"msw","Mansoanka",15500,1,60.42413591,47.58051682,3.105365753
"msx","Moresada",200,3,26.54089283,1692.247772,6.021868944
"msy","Aruamu",8000,10,573.4587945,1692.247772,6.021868944
"msz","Momare",10,0,108.4545905,1402.202866,6.950956821
"mta","Cotabato Manobo",30000,4,1446.293304,604.0700836,6.342391809
"mtb","Anyin Morofo",300000,4,6367.670049,160.7036743,4.193180084
"mtc","Munit",910,5,63.1212977,2141.664124,7.110357523
"mtd","Mualang",40000,6,2542.786069,330.5325775,4.820478439
"mte","Mono-Alu",2940,0,410.0476146,500.9320679,6.137182236
"mtf","Murik (Papua New Guinea)",1000,2,399.181121,753.1196289,5.36567688
"mtg","Una",5600,8,2134.12919,1920.527695,5.931137681
"mth","Munggui",800,3,61.34547141,370.4379883,5.775818348
"mti","Maiwa (Papua New Guinea)",1400,4,1042.726648,925.5508041,6.496482968
"mtj","Moskona",8000,4,4421.034541,984.5352478,5.951476097
"mtk","Mbe'",1490,5,212.0203458,1108.035416,5.829763412
"mtl","Montol",21900,6,366.2369071,1071.028687,5.339579582
"mtn","Matagalpa",18000,2,19280.44079,778.0020142,5.956783533
"mto","Totontepec Mixe",5470,4,438.0918941,1922.353882,6.70388341
"mtp","Wichí Lhamtés Nocten",1910,6,7592.344639,1288.808848,5.44945542
"mtq","Muong",1140000,7,10199.02304,903.8184204,5.764012814
"mtr","Mewari",5100000,6,30794.46601,383.723938,4.723319292
"mts","Yora",170,1,962.1263093,1224.425751,4.907403231
"mtt","Mota",900,0,9.633871563,128.9803343,5.064426124
"mtu","Tututepec Mixtec",1020,1,176.8557909,2111.376038,6.860644102
"mtv","Asaro'o",1250,4,24.8651486,1796.082153,7.287487507
"mtw","Southern Binukidnon",7570,2,23.81745403,429.9046427,5.948838234
"mtx","Tidaá Mixtec",380,2,66.89255972,1929.708313,6.722405553
"mty","Nabi-Metan",620,3,60.49316065,798.9605103,5.861983538
"mua","Mundang",235700,9,6571.217026,323.4007854,4.433368146
"mub","Mubi",35300,4,5193.0404,233.6814957,4.056275964
"muc","Ajumbu",200,5,10.28156231,1106.72113,5.925098896
"mug","Musgu",85900,8,5362.37888,108.8862381,3.058891535
"muh","Mündü",25800,6,4492.248024,312.4520416,4.600470781
"muj","Mabire",3,3,113.4798531,195.8860397,3.949975967
"muk","Mugom",7000,2,1281.034907,3362.310303,7.012257814
"mum","Maiwala",2450,5,101.6257115,724.4180908,6.134134293
"muo","Nyong",30000,17,506.6113085,705.0296631,5.576126575
"mup","Malvi",5560000,9,45452.05972,302.7520599,4.769692183
"muq","Eastern Xiangxi Miao",80000,7,10064.54251,426.5723419,5.786776543
"mur","Murle",60001,5,14513.5856,258.6005344,3.374379933
"mus","Creek",4000,1,594.2210249,19.63210654,2.38174805
"mut","Western Muria",400000,6,4302.765044,445.9678535,5.085949302
"muu","Yaaku",50,8,2196.231693,1496.380676,6.551257372
