lemma,form,paradigm_slot,phonemic_form
līdõ,līkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,l iː k s t ə
līdõ,līmõ līnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə l iː n ə d
līdõ,līnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC6,l iː n ə d
līdõ,līm ,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m l iː m ə s t
līdõ,algõ līgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə l iː ɡ ə
līdõ,līgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,l iː ɡ ə
līdõ,iz līm,V;ACT;FIN;IND;NEG;PST;PL;1,i z l iː m
līdõ,lījid,V;ACT;FIN;QUOT;POS;PRS;PL;1,l iː j i d
līdõ,līks,V;ACT;FIN;COND;POS;PRS;SG;1,l iː k s
līdõ,līb līnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b l iː n d
līdõ,ät lītõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ l iː t ə
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m l iː m ə s t
līdõ,äb līmõ līnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə l iː n ə d
līdõ,äb līm līnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m l iː n ə d
līdõ,algõd līgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d l iː ɡ ə d
līdõ,lījid,V;ACT;FIN;QUOT;POS;PRS;PL;3,l iː j i d
līdõ,äb līks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b l iː k s
līdõ,līb,V;ACT;FIN;IND;POS;PRS;SG;3,l iː b
līdõ,līgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,l iː ɡ ə d
līdõ,äb lī,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b l iː
līdõ,äb lī līnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː l iː n d
līdõ,līžmõ,V;ACT;FIN;IND;POS;PST;PL;1,l iː ʒ m ə
līdõ,lījid,V;ACT;FIN;QUOT;POS;PRS;PL;2,l iː j i d
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m l iː m ə s t
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m l iː m ə s t
līdõ,algõ līgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə l iː ɡ ə
līdõ,līgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,l iː ɡ ə
līdõ,līmõ,V;LGSPEC3,l iː m ə
līdõ,līksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,l iː k s m ə
līdõ,lībõd,V;ACT;FIN;IND;POS;PRS;PL;3,l iː b ə d
līdõ,äb lītõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b l iː t ə
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m l iː m ə s t
līdõ,līb līnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b l iː n d
līdõ,līž,V;ACT;FIN;IND;POS;PST;SG;1,l iː ʒ
līdõ,līmõt,V;LGSPEC4,l iː m ə t
līdõ,äb līksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b l iː k s m ə
līdõ,līd,V;ACT;FIN;IND;POS;PRS;SG;2,l iː d̪
līdõ,līdõ,V;INF,l iː d ə
līdõ,äd lī,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d̪ l iː
līdõ,algid līgid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d l iː ɡ i d
līdõ,līžtõ,V;ACT;FIN;IND;POS;PST;PL;2,l iː ʒ t ə
līdõ,iz lī,V;ACT;FIN;IND;NEG;PST;SG;3,i z l iː
līdõ,līji,V;ACT;FIN;QUOT;POS;PRS;SG;2,l iː j i
līdõ,ät lītõ līnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə l iː n ə d̪
līdõ,ät līt līnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t l iː n ə d
līdõ,līt,V;ACT;FIN;IND;POS;PRS;PL;2,l iː t
līdõ,līdõd,V;PASS;V.PTCP,l iː d ə d
līdõ,ät līkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ l iː k s t ə
līdõ,līks,V;ACT;FIN;COND;POS;PRS;SG;3,l iː k s
līdõ,algõd līgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d l iː ɡ ə d
līdõ,äb lī līnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː l iː n d
līdõ,līji,V;ACT;FIN;QUOT;POS;PRS;SG;1,l iː j i
līdõ,līžt,V;ACT;FIN;IND;POS;PST;SG;2,l iː ʒ t
līdõ,līgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,l iː ɡ ə d
līdõ,izt lītõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t l iː t ə
līdõ,äb līks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b l iː k s
līdõ,lītõ līnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə l iː n ə d
līdõ,līnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC6,l iː n ə d
līdõ,līt ,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t
līdõ,lī!,V;ACT;FIN;IMP;PRS;POS;SG;2,l iː
līdõ,äb lī,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b l iː
līdõ,līkst,V;ACT;FIN;COND;POS;PRS;SG;2,l iː k s t
līdõ,līžtõ,V;ACT;FIN;IND;POS;PST;PL;3,l iː ʒ t ə
līdõ,līdsõ,V;LGSPEC2,l iː d̪ s ə
līdõ,līnd,V;ACT;V.PTCP,l iː n d̪
līdõ,izt lī,V;ACT;FIN;IND;NEG;PST;SG;2,i z t l iː
līdõ,līm,V;ACT;FIN;IND;POS;PRS;PL;1,l iː m
līdõ,līb,V;ACT;FIN;IND;POS;PRS;SG;1,l iː b
līdõ,līji,V;ACT;FIN;QUOT;POS;PRS;SG;3,l iː j i
līdõ,äb līkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b l iː k s t ə
līdõ,līkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,l iː k s t ə
līdõ,alā lī!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː l iː
līdõ,um līmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m l iː m ə s t
līdõ,līž,V;ACT;FIN;IND;POS;PST;SG;3,l iː ʒ
līdõ,algõ līgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə l iː ɡ ə
līdõ,līgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,l iː ɡ ə
līdõ,izt lītõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t l iː t ə
līdõ,äd līkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ l iː k s t
līdõ,äd lī līnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː l iː n d̪
līdõ,līd līnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d l iː n d
līdõ,äb līm,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b l iː m
lǟdõ,algõd läkkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d l æ kː ə d
lǟdõ,iz lǟ,V;ACT;FIN;IND;NEG;PST;SG;1,i z l æː
lǟdõ,lībõd lǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d l æː n ə d
lǟdõ,läkkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,l æ kː ə d̪
lǟdõ,ligīd!,V;ACT;FIN;IMP;PRS;POS;PL;2,l i ɡ iː d
lǟdõ,äb lītõ lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə l æː n ə d
lǟdõ,äb līt lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t l æː n ə d
lǟdõ,lǟkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,l æː k s t ə
lǟdõ,līmõ lǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə l æː n ə d
lǟdõ,līm lǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m l æː n ə d
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m l eː m ə s t
lǟdõ,algõ läkkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə l æ kː ə
lǟdõ,läkkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,l æ kː ə
lǟdõ,iz lǟm,V;ACT;FIN;IND;NEG;PST;PL;1,i z l æː m
lǟdõ,lējid,V;ACT;FIN;QUOT;POS;PRS;PL;1,l eː j i d
lǟdõ,lǟks,V;ACT;FIN;COND;POS;PRS;SG;1,l æː k s
lǟdõ,līb lǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b l æː n d̪
lǟdõ,ät lǟtõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ l æː t ə
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m l eː m ə s t
lǟdõ,äb līmõ lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə l æː n ə d
lǟdõ,äb līm lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m l æː n ə d
lǟdõ,algõd läkkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d l æ kː ə d
lǟdõ,lējid,V;ACT;FIN;QUOT;POS;PRS;PL;3,l eː j i d
lǟdõ,äb lǟks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b l æː k s
lǟdõ,lǟb,V;ACT;FIN;IND;POS;PRS;SG;3,l æː b
lǟdõ,läkkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,l æ kː ə d̪
lǟdõ,äb lǟ,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b l æː
lǟdõ,äb lī lǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː l æː n d̪
lǟdõ,lekšmõ,V;ACT;FIN;IND;POS;PST;PL;1,l e k ʃ m ə
lǟdõ,lējid,V;ACT;FIN;QUOT;POS;PRS;PL;2,l eː j i d
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m l eː m ə s t
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m l eː m ə s t
lǟdõ,algõ läkkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə l æ kː ə
lǟdõ,läkkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,l æ kː ə
lǟdõ,lǟmõ,V;LGSPEC3,l æː m ə
lǟdõ,lǟksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,l æː k s m ə
lǟdõ,lǟbõd,V;ACT;FIN;IND;POS;PRS;PL;3,l æː b ə d
lǟdõ,äb lǟtõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b l æː t ə
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m l eː m ə s t
lǟdõ,līb lǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b l æː n d̪
lǟdõ,lekš,V;ACT;FIN;IND;POS;PST;SG;1,l e k ʃ
lǟdõ,lǟmõt,V;LGSPEC4,l æː m ə t
lǟdõ,äb lǟksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b l æː k s m ə
lǟdõ,lǟd,V;ACT;FIN;IND;POS;PRS;SG;2,l æː d̪
lǟdõ,lǟdõ,V;INF,l æː d ə
lǟdõ,äd lǟ,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d l æː
lǟdõ,algid ligīd!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d l i ɡ iː d
lǟdõ,lekštõ,V;ACT;FIN;IND;POS;PST;PL;2,l e k ʃ t ə
lǟdõ,iz lǟ,V;ACT;FIN;IND;NEG;PST;SG;3,i z l æː
lǟdõ,lēji,V;ACT;FIN;QUOT;POS;PRS;SG;2,l eː j i
lǟdõ,ät lītõ lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə l æː n ə d̪
lǟdõ,ät līt lǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t l æː n ə d̪
lǟdõ,lǟt,V;ACT;FIN;IND;POS;PRS;PL;2,l æː t
lǟdõ,ät lǟkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ l æː k s t ə
lǟdõ,lǟks,V;ACT;FIN;COND;POS;PRS;SG;3,l æː k s
lǟdõ,algõd läkkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d l æ kː ə d
lǟdõ,äb lī lǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː l æː n d̪
lǟdõ,lēji,V;ACT;FIN;QUOT;POS;PRS;SG;1,l eː j i
lǟdõ,lekšt,V;ACT;FIN;IND;POS;PST;SG;2,l e k ʃ t
lǟdõ,läkkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,l æ kː ə d̪
lǟdõ,izt lǟtõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t l æː t ə
lǟdõ,äb lǟks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b l æː k s
lǟdõ,lītõ lǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə l æː n ə d
lǟdõ,līt lǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t l æː n ə d
lǟdõ,li!,V;ACT;FIN;IMP;PRS;POS;SG;2,l i
lǟdõ,äb lǟ,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b l æː
lǟdõ,lǟkst,V;ACT;FIN;COND;POS;PRS;SG;2,l æː k s t
lǟdõ,lekštõ,V;ACT;FIN;IND;POS;PST;PL;3,l e k ʃ t ə
lǟdõ,lǟdsõ,V;LGSPEC2,l æː d̪ s ə
lǟdõ,lǟnd,V;ACT;V.PTCP,l æː n d̪
lǟdõ,izt lǟ,V;ACT;FIN;IND;NEG;PST;SG;2,i z t l æː
lǟdõ,lǟm,V;ACT;FIN;IND;POS;PRS;PL;1,l æː m
lǟdõ,lǟb,V;ACT;FIN;IND;POS;PRS;SG;1,l æː b
lǟdõ,lēji,V;ACT;FIN;QUOT;POS;PRS;SG;3,l eː j i
lǟdõ,äb lǟkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b l æː k s t ə
lǟdõ,lǟkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,l æː k s t ə
lǟdõ,alā lǟ!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː l æː
lǟdõ,um lēmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m l eː m ə s t
lǟdõ,lekš,V;ACT;FIN;IND;POS;PST;SG;3,l e k ʃ
lǟdõ,algõ läkkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə l æ kː ə
lǟdõ,läkkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,l æ kː ə
lǟdõ,izt lǟtõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t l æː t ə
lǟdõ,äd lǟkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ l æː k s t
lǟdõ,äd lī lǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː l æː n d̪
lǟdõ,līd lǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d l æː n d
lǟdõ,äb lǟm,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b l æː m
mǟdlõ,algõd mǟdlõgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d m æː d l ə ɡ ə d
mǟdlõ,iz mǟdlõ,V;ACT;FIN;IND;NEG;PST;SG;1,i z m æː d l ə
mǟdlõ,lībõd mǟdlõnd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d m æː d l ə n d
mǟdlõ,mǟdlõgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,m æː d l ə ɡ ə d
mǟdlõ,mǟdlõgid!,V;ACT;FIN;IMP;PRS;POS;PL;2,m æː d l ə ɡ i d
mǟdlõ,äb lītõ mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə m æː d l ə n d
mǟdlõ,äb līt mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t m æː d l ə n d
mǟdlõ,mǟdlõkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,m æː d l ə k s t ə
mǟdlõ,līmõ mǟdlõnd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə m æː d l ə n d
mǟdlõ,līm mǟdlõnd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m m æː d̪ l ə n d
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m m æː d l ə m ə s t
mǟdlõ,algõ mǟdlõg,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə m æː d l ə ɡ
mǟdlõ,mǟdlõg,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,m æː d l ə ɡ
mǟdlõ,iz mǟdlõm,V;ACT;FIN;IND;NEG;PST;PL;1,i z m æː d l ə m
mǟdlõ,mǟdlijid,V;ACT;FIN;QUOT;POS;PRS;PL;1,m æː d l i j i d
mǟdlõ,mǟdlõks,V;ACT;FIN;COND;POS;PRS;SG;1,m æː d l ə k s
mǟdlõ,līb mǟdlõn,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b m æː d l ə n
mǟdlõ,ät mǟdlõt,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ m æː d̪ l ə t
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m m æː d l ə m ə s t
mǟdlõ,äb līmõ mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə m æː d l ə n d
mǟdlõ,äb līm mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m m æː d l ə n d
mǟdlõ,algõd mǟdlõgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d m æː d l ə ɡ ə d
mǟdlõ,mǟdlijid,V;ACT;FIN;QUOT;POS;PRS;PL;3,m æː d l i j i d
mǟdlõ,äb mǟdlõks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b m æː d l ə k s
mǟdlõ,mǟdlõb,V;ACT;FIN;IND;POS;PRS;SG;3,m æː d l ə b
mǟdlõ,mǟdlõgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,m æː d l ə ɡ ə d
mǟdlõ,äb mǟdlõ,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b m æː d l ə
mǟdlõ,äb lī mǟdlõn,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː m æː d l ə n
mǟdlõ,mǟdlizmõ,V;ACT;FIN;IND;POS;PST;PL;1,m æː d l i z m ə
mǟdlõ,mǟdlijid,V;ACT;FIN;QUOT;POS;PRS;PL;2,m æː d l i j i d
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m m æː d l ə m ə s t
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m m æː d l ə m ə s t
mǟdlõ,algõ mǟdlõg,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə m æː d l ə ɡ
mǟdlõ,mǟdlõg,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,m æː d l ə ɡ
mǟdlõ,mǟdlõm,V;LGSPEC3,m æː d l ə m
mǟdlõ,mǟdlõksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,m æː d l ə k s m ə
mǟdlõ,mǟdlõbõd,V;ACT;FIN;IND;POS;PRS;PL;3,m æː d l ə b ə d
mǟdlõ,äb mǟdlõt,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b m æː d l ə t
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m m æː d l ə m ə s t
mǟdlõ,līb mǟdlõn,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b m æː d l ə n
mǟdlõ,mǟdliz,V;ACT;FIN;IND;POS;PST;SG;1,m æː d l i z
mǟdlõ,mǟdlõmõt,V;LGSPEC4,m æː d l ə m ə t
mǟdlõ,äb mǟdlõksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b m æː d l ə k s m ə
mǟdlõ,mǟdlõd,V;ACT;FIN;IND;POS;PRS;SG;2,m æː d l ə d
mǟdlõ,mǟdlõ,V;INF,m æː d l ə
mǟdlõ,äd mǟdlõ,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d̪ m æː d l ə
mǟdlõ,algid mǟdlõgid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d m æː d l ə ɡ i d
mǟdlõ,mǟdliztõ,V;ACT;FIN;IND;POS;PST;PL;2,m æː d l i z t ə
mǟdlõ,iz mǟdlõ,V;ACT;FIN;IND;NEG;PST;SG;3,i z m æː d l ə
mǟdlõ,mǟdliji,V;ACT;FIN;QUOT;POS;PRS;SG;2,m æː d l i j i
mǟdlõ,ät lītõ mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə m æː d̪ l ə n d
mǟdlõ,ät līt mǟdlõnd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t m æː d̪ l ə n d
mǟdlõ,mǟdlõt,V;ACT;FIN;IND;POS;PRS;PL;2,m æː d l ə t
mǟdlõ,mǟdõltõd,V;PASS;V.PTCP,m æː d ə l t ə d
mǟdlõ,ät mǟdlõkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ m æː d l ə k s t ə
mǟdlõ,mǟdlõks,V;ACT;FIN;COND;POS;PRS;SG;3,m æː d l ə k s
mǟdlõ,algõd mǟdlõgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d m æː d l ə ɡ ə d
mǟdlõ,äb lī mǟdlõn,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː m æː d l ə n
mǟdlõ,mǟdliji,V;ACT;FIN;QUOT;POS;PRS;SG;1,m æː d l i j i
mǟdlõ,mǟdlizt,V;ACT;FIN;IND;POS;PST;SG;2,m æː d l i z t
mǟdlõ,mǟdlõgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,m æː d l ə ɡ ə d
mǟdlõ,izt mǟdlõt,V;ACT;FIN;IND;NEG;PST;PL;3,i z t m æː d l ə t
mǟdlõ,äb mǟdlõks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b m æː d l ə k s
mǟdlõ,lītõ mǟdlõnd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə m æː d l ə n d
mǟdlõ,līt mǟdlõnd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t m æː d l ə n d
mǟdlõ,mǟdõl!,V;ACT;FIN;IMP;PRS;POS;SG;2,m æː d ə l
mǟdlõ,äb mǟdlõ,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b m æː d l ə
mǟdlõ,mǟdlõkst,V;ACT;FIN;COND;POS;PRS;SG;2,m æː d l ə k s t
mǟdlõ,mǟdliztõ,V;ACT;FIN;IND;POS;PST;PL;3,m æː d l i z t ə
mǟdlõ,mǟdlõs,V;LGSPEC2,m æː d l ə s
mǟdlõ,mǟdlõn,V;ACT;V.PTCP,m æː d l ə n
mǟdlõ,izt mǟdlõ,V;ACT;FIN;IND;NEG;PST;SG;2,i z t m æː d l ə
mǟdlõ,mǟdlõm,V;ACT;FIN;IND;POS;PRS;PL;1,m æː d l ə m
mǟdlõ,mǟdlõb,V;ACT;FIN;IND;POS;PRS;SG;1,m æː d l ə b
mǟdlõ,mǟdliji,V;ACT;FIN;QUOT;POS;PRS;SG;3,m æː d l i j i
mǟdlõ,äb mǟdlõkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b m æː d l ə k s t ə
mǟdlõ,mǟdlõkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,m æː d l ə k s t ə
mǟdlõ,alā mǟdõl!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː m æː d ə l
mǟdlõ,um mǟdlõmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m m æː d l ə m ə s t
mǟdlõ,mǟdliz,V;ACT;FIN;IND;POS;PST;SG;3,m æː d l i z
mǟdlõ,algõ mǟdlõg,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə m æː d l ə ɡ
mǟdlõ,mǟdlõg,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,m æː d l ə ɡ
mǟdlõ,izt mǟdlõt,V;ACT;FIN;IND;NEG;PST;PL;2,i z t m æː d l ə t
mǟdlõ,äd mǟdlõkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ m æː d l ə k s t
mǟdlõ,äd lī mǟdlõn,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː m æː d l ə n
mǟdlõ,līd mǟdlõn,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d m æː d l ə n
mǟdlõ,äb mǟdlõm,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b m æː d l ə m
nǟdõ,algõd nǟgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d n æː ɡ ə d
nǟdõ,iz nǟ,V;ACT;FIN;IND;NEG;PST;SG;1,i z n æː
nǟdõ,lībõd nǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d n æː n ə d
nǟdõ,nǟgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,n æː ɡ ə d
nǟdõ,nǟgid!,V;ACT;FIN;IMP;PRS;POS;PL;2,n æː ɡ i d
nǟdõ,äb lītõ nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə n æː n ə d
nǟdõ,äb līt nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t n æː n ə d
nǟdõ,nǟkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,n æː k s t ə
