lemma,form,paradigm_slot,phonemic_form
kavos,y's tevydh,V;FIN;IND;FUT;3;PL,ɪ s t eː v ɪ ð
kavos,y'gas bo,V;FIN;IND;PST;IPFV;2;PL,j ɡ a s b uː
kavos,y'gan be,V;FIN;SBJV;PST;IPFV;1;PL,j ɡ ɑː n b eː
kavos,y' feu,V;FIN;IND;PST;PFV;2;SG,j f øː
kavos,y's teves,V;FIN;IND;PRS;3;PL,iː s t eː v ɪ s
kavos,y'gas bo,V;FIN;SBJV;PRS/FUT;2;PL,j ɡ a s b uː
kavos,y'n jevedha,V;FIN;IND;COND;3;SG;MASC,ɪ n d ʒ ɛ v ɛ ð a
kavos,y'gan beu,V;FIN;IND;PST;PFV;1;PL,j ɡ ɑː n b eː u
kavos,y' fo,V;FIN;SBJV;PRS/FUT;2;SG,j f oː
kavos,y'm bo,V;FIN;IND;PST;IPFV;1;SG,ɪ m b oː
kavos,y's teffo,V;FIN;SBJV;PRS/FUT;3;PL,iː s t ɛ f ə ʊ
kavos,y's teva,V;FIN;IND;PST;PFV;3;SG;FEM,ɪ s t eː v a
kavos,y's jeva,V;FIN;IND;PST;PFV;3;SG;FEM,j ə z d͡ʒ eː v a
kavos,y'n jeves,V;FIN;IND;PRS;3;SG;MASC,ɪ n d ʒ ɛ v ɪ z
kavos,y'gan bedha,V;FIN;IND;COND;1;PL,j ɡ ɑ n b eː ð ə
kavos,y'th o,V;FIN;IND;PST;IPFV;2;SG,ɪ θ oː
kavos,y'm bo,V;FIN;SBJV;PRS/FUT;1;SG,ɪ m b oː
kavos,y's tevo,V;FIN;IND;PST;IPFV;3;PL,iː s t eː v ə
kavos,y'gas beus,V;FIN;IND;PRS;2;PL,j ɡ a s b eː ɪ s
kavos,y'n jevydh,V;FIN;IND;FUT;3;SG;MASC,ə n d ʒ ɛ v ɪ ð
kavos,y's tevydh,V;FIN;IND;FUT;3;SG;FEM,ɪ s t eː v ɪ ð
kavos,y's jevydh,V;FIN;IND;FUT;3;SG;FEM,ɪ s d͡ʒ ɛ v ɪ ð
kavos,y'gas be,V;FIN;SBJV;PST;IPFV;2;PL,j ɡ a s b eː
kavos,y'gas bydh,V;FIN;IND;FUT;2;PL,j ɡ a s b ɪ ð
kavos,y'm beu,V;FIN;IND;PST;PFV;1;SG,ɪ m b eː
kavos,y's teffa,V;FIN;SBJV;PST;IPFV;3;PL,iː s t ɛ f ə
kavos,y'n jevo,V;FIN;IND;PST;IPFV;3;SG;MASC,ɪ n d ʒ eː v ə
kavos,y'gan bydh,V;FIN;IND;FUT;1;PL,j ɡ ɑ n b ɪ ð
kavos,y' fydh,V;FIN;IND;FUT;2;SG,ə f ɪ ð
kavos,y'm be,V;FIN;SBJV;PST;IPFV;1;SG,ɪ m b eː
kavos,y's teva,V;FIN;IND;PST;PFV;3;PL,ɪ s t eː v a
kavos,y'n jeffo,V;FIN;SBJV;PRS/FUT;3;SG;MASC,ɪ n d ʒ ɛ f ə ʊ
kavos,y's tevo,V;FIN;IND;PST;IPFV;3;SG;FEM,iː s t eː v ə
kavos,y's jevo,V;FIN;IND;PST;IPFV;3;SG;FEM,j ə z d͡ʒ eː v ə
kavos,y'gan beus,V;FIN;IND;PRS;1;PL,j ɡ ɑː n b eː ɪ s
kavos,y'th eus,V;FIN;IND;PRS;2;SG,ɪ θ iː ə s
kavos,y'gas bedha,V;FIN;IND;COND;2;PL,j ɡ a s b eː ð a
kavos,y'n jeva,V;FIN;IND;PST;PFV;3;SG;MASC,ɪ n d ʒ eː v a
kavos,y' fedha,V;FIN;IND;COND;2;SG,ɪ f eː ð a
kavos,y'm bedha,V;FIN;IND;COND;1;SG,ɪ m b eː ð a
kavos,y's tevedha,V;FIN;IND;COND;3;PL,ɪ s t ɛ v ɛ ð a
mynnes,mynsons i,V;FIN;IND;PST;PFV;3;PL,m ɪ n s ɔ n s i
mynnes,mynnes,V;FIN;IMP;3;SG,m ɪ n ɪ s
mynnes,mynnyn,V;FIN;IMP;1;PL,m ɪ n ɪ n
mynnes,mynnewgh hwi,V;FIN;SBJV;PST;IPFV;2;PL,m ɪ n ɪ u ɣ w iː
mynnes,mynnen ni,V;FIN;SBJV;PST;IPFV;1;PL,m ɪ n ə n n i
mynnes,mynsen ni,V;FIN;IND;COND;1;PL,m ɪ n s ɛ n n i
mynnes,mynnav vy,V;FIN;IND;PRS/FUT;1;SG,m ɪ n ə v v iː
mynnes,mynnewgh hwi,V;FIN;IND;PST;IPFV;2;PL,m ɪ n ɪ u ɣ w iː
mynnes,mynn,V;FIN;IMP;2;SG,m ɪ n
mynnes,mynnyn ni,V;FIN;IND;PRS/FUT;1;PL,m ɪ n ɪ n n i
mynnes,mynniv vy,V;FIN;SBJV;PRS/FUT;1;SG,m ɪ n ɪ v v iː
mynnes,mynner,V;FIN;SBJV;PRS/FUT;0,m ɪ n ə r
mynnes,mynnens i,V;FIN;IND;PST;IPFV;3;PL,m ɪ n ɛ n s i
mynnes,mynnowgh,V;FIN;IMP;2;PL,m ɪ n ɔ uː x
mynnes,mynsys jy,V;FIN;IND;PST;PFV;2;SG,m ɪ n s ɪ s d͡ʒ iː
mynnes,mynnir,V;FIN;IND;PRS/FUT;0,m ɪ n ɪ r
mynnes,mynnens i,V;FIN;SBJV;PST;IPFV;3;PL,m ɪ n ɛ n s i
mynnes,mynsa ev,V;FIN;IND;COND;3;SG,m ɪ n s ə ɛ v
mynnes,mynsowgh hwi,V;FIN;IND;PST;PFV;2;PL,m ɪ n s ɔ u ɣ w iː
mynnes,mynnes jy,V;FIN;SBJV;PST;IPFV;2;SG,m ɪ n ə s d͡ʒ iː
mynnes,mynnen vy,V;FIN;IND;PST;IPFV;1;SG,m ɪ n ə n v iː
mynnes,mynnys,V;FIN;SBJV;PST;IPFV;0,m ɪ n ɪ s
mynnes,mynsyn ni,V;FIN;IND;PST;PFV;1;PL,m ɪ n s ɪ n n i
mynnes,mynn ev,V;FIN;IND;PRS/FUT;3;SG,m ɪ n ɛ v
mynnes,mynsewgh hwi,V;FIN;IND;COND;2;PL,m ɪ n s ɛ uː x w iː
mynnes,mynnes jy,V;FIN;IND;PST;IPFV;2;SG,m ɪ n ə s d͡ʒ iː
mynnes,mynnen vy,V;FIN;SBJV;PST;IPFV;1;SG,m ɪ n ə n v iː
mynnes,mynnes,V;FIN;IND;PST;IPFV;0,m ɪ n ɪ s
mynnes,mynnons i,V;FIN;IND;PRS/FUT;3;PL,m ɪ n ɔ n s i
mynnes,mynno ev,V;FIN;SBJV;PRS/FUT;3;SG,m ɪ n ɔ ʌ v
mynnes,mynnyn ni,V;FIN;SBJV;PRS/FUT;1;PL,m ɪ n ɪ n n i
mynnes,mynnens,V;FIN;IMP;3;PL,m ɪ n ɛ n z
mynnes,mynnons i,V;FIN;SBJV;PRS/FUT;3;PL,m ɪ n ɔ n s i
mynnes,mynnis vy,V;FIN;IND;PST;PFV;1;SG,m ɪ n ɪ s v iː
mynnes,mynna ev,V;FIN;IND;PST;IPFV;3;SG,m ɪ n ə ɛ v
mynnes,mynnowgh hwi,V;FIN;SBJV;PRS/FUT;2;PL,m ɪ n ɔ u ɣ w iː
mynnes,mynni jy,V;FIN;SBJV;PRS/FUT;2;SG,m ɪ n ɪ d͡ʒ iː
mynnes,mynsys,V;FIN;IND;PST;PFV;0,m ɪ n s ɪ s
mynnes,mynna ev,V;FIN;SBJV;PST;IPFV;3;SG,m ɪ n ə ɛ v
mynnes,mynses jy,V;FIN;IND;COND;2;SG,m ɪ n s ə s d͡ʒ iː
mynnes,mynnowgh hwi,V;FIN;IND;PRS/FUT;2;PL,m ɪ n ɔ u ɣ w iː
mynnes,mynnydh jy,V;FIN;IND;PRS/FUT;2;SG,m ɪ n ɪ ð ə d͡ʒ iː
mynnes,mynsens i,V;FIN;IND;COND;3;PL,m ɪ n s ɛ n s i
mynnes,mynnas ev,V;FIN;IND;PST;PFV;3;SG,m ɪ n ə s ɛ v
mynnes,mynnen ni,V;FIN;IND;PST;IPFV;1;PL,m ɪ n ə n n i
mynnes,mynsen vy,V;FIN;IND;COND;1;SG,m ɪ n s ə n v iː
mynnes,mynses,V;FIN;IND;COND;0,m ɪ n s ɪ s
bos,ben ni,V;FIN;SBJV;PST;IPFV;1;PL,b ɛ n n i
bos,bia ev,V;FIN;IND;COND;3;SG,b i ə ɛ v
bos,bien ni,V;FIN;IND;COND;1;PL,b i ɛ n n i
bos,bo ev,V;FIN;SBJV;PRS+FUT;3;SG,b uː ɛ v
bos,beun ni,V;FIN;IND;PST;PFV;1;PL,b ɪ ə n n iː
bos,biv vy,V;FIN;SBJV;PRS+FUT;1;SG,b ɪ v v iː
bos,bon vy,V;FIN;SBJV;PRS+FUT;1;SG,b ɔ n v iː
bos,bedhons i,V;FIN;IND;FUT;HAB;3;PL,b ɛ ð ɔ n s i
bos,bedhowgh,V;FIN;IMP;2;PL,b ɛ ð ɔ uː x
bos,bons i,V;FIN;SBJV;PRS+FUT;3;PL,b ɔ n z i
bos,en ni,V;FIN;IND;PST;IPFV;1;PL;LGSPEC1,ɛ n n iː
bos,ov vy,V;FIN;IND;PRS;1;SG;LGSPEC1,ɔ v v iː
bos,o'ma,V;FIN;IND;PRS;1;SG;LGSPEC1,uː m ə
bos,bes,V;FIN;SBJV;PST;IPFV;0,b eː s
bos,erowgh hwi,V;FIN;IND;PRS;2;PL;LGSPEC2,ɛ r ɔ u ɣ w iː
bos,on ni,V;FIN;IND;PRS;1;PL;LGSPEC1,ɔ n n i
bos,bies jy,V;FIN;IND;COND;2;SG,b iː z d͡ʒ iː
bos,esen vy,V;FIN;IND;PST;IPFV;1;SG;LGSPEC2,ɛ s ə n v iː
bos,eses,V;FIN;IND;PST;IPFV;0;LGSPEC2,ɛ s ɪ s
bos,byn ni,V;FIN;SBJV;PRS+FUT;1;PL,b ɪ n n i
bos,bon ni,V;FIN;SBJV;PRS+FUT;1;PL,b ɔ n n i
bos,eder,V;FIN;IND;PRS;0;LGSPEC2,ɛ d ə r
bos,ens i,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,ɛ n s i
bos,be ev,V;FIN;SBJV;PST;IPFV;3;SG,b ə ɛ v
bos,bedhydh jy,V;FIN;IND;FUT;HAB;2;SG,b ɛ ð ɪ ð ə d͡ʒ iː
bos,ben vy,V;FIN;SBJV;PST;IPFV;1;SG,b ɛ n v iː
bos,or,V;FIN;IND;PRS;0;LGSPEC1,ɔ r
bos,bydh,V;FIN;IMP;2;SG,b ɪ ð
bos,o ev,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,ɔ ɪ v
bos,bedhowgh hwi,V;FIN;IND;FUT;HAB;2;PL,b ɛ ð ɔ u ɣ w iː
bos,bons i,V;FIN;IND;PST;PFV;3;PL,b ɔ n z i
bos,ber,V;FIN;SBJV;PRS+FUT;0,b ɛ r
bos,ymons i,V;FIN;IND;PRS;3;PL;LGSPEC2,ɪ m ɔ n z i
bos,usons i,V;FIN;IND;PRS;3;PL;LGSPEC2,j ʌ s ɔ n s i
bos,beus jy,V;FIN;IND;PST;PFV;2;SG,b iː ə s d͡ʒ iː
bos,erov vy,V;FIN;IND;PRS;1;SG;LGSPEC2,ɛ r ɔ v v iː
bos,biens i,V;FIN;IND;COND;3;PL,b i ɛ n z i
bos,beus,V;FIN;IND;PST;PFV;0,b iː s
bos,bedhyn ni,V;FIN;IND;FUT;HAB;1;PL,b ɛ ð ɪ n n i
bos,yw ev,V;FIN;IND;PRS;3;SG;LGSPEC1,ɪ uː ɛ v
bos,bedhes,V;FIN;IMP;3;SG,b ɛ ð ɪ s
bos,eros jy,V;FIN;IND;PRS;2;SG;LGSPEC2,ɛ r ɔ s d͡ʒ iː
bos,es ta,V;FIN;IND;PRS;2;SG;LGSPEC2,ɛ s t ə
bos,beuv vy,V;FIN;IND;PST;PFV;1;SG,b iː v v iː
bos,bewgh hwi,V;FIN;IND;PST;PFV;2;PL,b ɛ u x w iː
bos,bedhens,V;FIN;IMP;3;PL,b ɛ ð ɛ n z
bos,yns i,V;FIN;IND;PRS;3;PL;LGSPEC1,ɪ n s i
bos,esa ev,V;FIN;IND;PST;IPFV;3;SG;LGSPEC2,ɛ s ə ɛ v
bos,bens i,V;FIN;SBJV;PST;IPFV;3;PL,b ɛ n z i
bos,esen ni,V;FIN;IND;PST;IPFV;1;PL;LGSPEC2,ɛ s ə n n iː
bos,biewgh hwi,V;FIN;IND;COND;2;PL,b i u ɣ w iː
bos,bes jy,V;FIN;SBJV;PST;IPFV;2;SG,b ɛ s d͡ʒ iː
bos,bedhav vy,V;FIN;IND;FUT;HAB;1;SG,b ɛ ð ə v v iː
bos,bies,V;FIN;IND;COND;0,b iː z
bos,bowgh hwi,V;FIN;SBJV;PRS+FUT;2;PL,b ɔ ʊ ɣ w iː
bos,yma ev,V;FIN;IND;PRS;3;SG;LGSPEC2,ɪ m ə ɛ v
bos,usi ev,V;FIN;IND;PRS;3;SG;LGSPEC2,uː s ɪ ɛ v
bos,eus,V;FIN;IND;PRS;3;SG;LGSPEC2,iː u s
bos,ewgh hwi,V;FIN;IND;PST;IPFV;2;PL;LGSPEC1,ɛ w h w iː
bos,esewgh hwi,V;FIN;IND;PST;IPFV;2;PL;LGSPEC2,ɛ s ɛ uː x w iː
bos,eses jy,V;FIN;IND;PST;IPFV;2;SG;LGSPEC2,ɛ s ə s d͡ʒ iː
bos,bien vy,V;FIN;IND;COND;1;SG,b i ɛ n v iː
bos,bewgh hwi,V;FIN;SBJV;PST;IPFV;2;PL,b ɛ u x w iː
bos,bedhyn,V;FIN;IMP;1;PL,b ɛ ð ɪ n
bos,beu ev,V;FIN;IND;PST;PFV;3;SG,b iː u ə v
bos,eron ni,V;FIN;IND;PRS;1;PL;LGSPEC2,ɛ r ɔ n n i
bos,owgh hwi,V;FIN;IND;PRS;2;PL;LGSPEC1,ɔ u ɣ w iː
bos,os jy,V;FIN;IND;PRS;2;SG;LGSPEC1,ɔ s d͡ʒ iː
bos,os ta,V;FIN;IND;PRS;2;SG;LGSPEC1,ɔ s t a
bos,bi jy,V;FIN;SBJV;PRS+FUT;2;SG,b ɪ d͡ʒ iː
bos,bos jy,V;FIN;SBJV;PRS+FUT;2;SG,b ɔ s d͡ʒ iː
bos,esens i,V;FIN;IND;PST;IPFV;3;PL;LGSPEC2,ɛ s ɛ n s i
bos,bydh ev,V;FIN;IND;FUT;HAB;3;SG,b ɪ ð ɛ v
bos,bedher,V;FIN;IND;FUT;HAB;0,b ɛ ð ə r
bos,es jy,V;FIN;IND;PST;IPFV;2;SG;LGSPEC1,ɛ s d͡ʒ iː
bos,en vy,V;FIN;IND;PST;IPFV;1;SG;LGSPEC1,ɛ n v iː
bos,os,V;FIN;IND;PST;IPFV;0;LGSPEC1,ɔ s
