lemma,form,paradigm_slot,phonemic_form
schrîven,schrîve,V;IND;SG;1;PRS,s k r iː v ə
schrîven,schrîven,V;IND;PL;PRS,s k r iː v ə n
schrîven,tô schrîvene,V;NFIN,t oː s k r iː v ə n ə
schrîven,tô schrîvende,V;NFIN,t oː s k r iː v ə n d ə
schrîven,schrēven,V;SBJV;PL;PST,ʃ r eː v ə n
schrîven,schrêf,V;IND;SG;1;PST,ʃ r ɛː f
schrîven,schrîvest,V;SBJV;SG;2;PRS,s k r iː v ə s t
schrîven,schrîvet,V;IND;SG;3;PRS,ʃ r iː v ə t
schrîven,schrîft,V;IND;SG;3;PRS,ʃ r iː f t
schrîven,schrîvet,V;IMP;PL;2,ʃ r iː v ə t
schrîven,schrîven,V;NFIN,s k r iː v ə n
schrîven,schrîve,V;SBJV;SG;1;PRS,s k r iː v ə
schrîven,schrēvest,V;IND;SG;2;PST,ʃ r eː v ə s t
schrîven,schrîven,V;SBJV;PL;PRS,s k r iː v ə n
schrîven,schrîf,V;IMP;SG;2,ʃ r iː f
schrîven,schrēve,V;SBJV;SG;1;PST,ʃ r eː v ə
schrîven,schrêf,V;IND;SG;3;PST,ʃ r ɛː f
snîden,snîdest,V;IND;SG;2;PRS,s n iː d ə s t
snîden,snîtst,V;IND;SG;2;PRS,s n iː t s t
snîden,snēden,V;IND;PL;PST,s n eː d ə n
snîden,snēdest,V;SBJV;SG;2;PST,s n eː d ə s t
snîden,snîdet,V;SBJV;SG;3;PRS,s n iː d ə t
snîden,snēde,V;SBJV;SG;3;PST,s n eː d ə
snîden,snîde,V;IND;SG;1;PRS,s n iː d ə
snîden,snîden,V;IND;PL;PRS,s n iː d ə n
snîden,tô snîdene,V;NFIN,t oː s n iː d ə n ə
snîden,tô snîdende,V;NFIN,t oː s n iː d ə n d ə
snîden,snēden,V;SBJV;PL;PST,s n eː d ə n
snîden,snêt,V;IND;SG;1;PST,s n ɛː t
snîden,snîdest,V;SBJV;SG;2;PRS,s n iː d ə s t
snîden,snîdet,V;IND;SG;3;PRS,s n iː d ə t
snîden,snît,V;IND;SG;3;PRS,s n iː t
snîden,snîdet,V;IMP;PL;2,s n iː d ə t
snîden,snîden,V;NFIN,s n iː d ə n
snîden,snîde,V;SBJV;SG;1;PRS,s n iː d ə
snîden,snēdest,V;IND;SG;2;PST,s n eː d ə s t
snîden,snîden,V;SBJV;PL;PRS,s n iː d ə n
snîden,snît,V;IMP;SG;2,s n iː t
snîden,snēde,V;SBJV;SG;1;PST,s n eː d ə
snîden,snêt,V;IND;SG;3;PST,s n ɛː t
snorren,snorrest,V;IND;SG;2;PRS,s n ɔ r r ə s t
snorren,snorreden,V;IND;PL;PST,s n ɔ r ə ð ə n
snorren,snorredest,V;SBJV;SG;2;PST,s n ɔ r ə d ə s t
snorren,snorret,V;SBJV;SG;3;PRS,s n ɔ r r ə t
snorren,snorrede,V;SBJV;SG;3;PST,s n ɔ r ə ð ə
snorren,snorre,V;IND;SG;1;PRS,s n ɔ rː ə
snorren,snorren,V;IND;PL;PRS,s n ɔ rː ə n
snorren,tô snorrene,V;NFIN,t oː s n ɔ rː ə n ə
snorren,tô snorrende,V;NFIN,t oː s n ɔ r ə n d ə
snorren,snorreden,V;SBJV;PL;PST,s n ɔ r ə ð ə n
snorren,snorrede,V;IND;SG;1;PST,s n ɔ r ə ð ə
snorren,snorrest,V;SBJV;SG;2;PRS,s n ɔ r r ə s t
snorren,snorret,V;IND;SG;3;PRS,s n ɔ r r ə t
snorren,snorret,V;IMP;PL;2,s n ɔ r r ə t
snorren,snorren,V;NFIN,s n ɔ rː ə n
snorren,snorre,V;SBJV;SG;1;PRS,s n ɔ rː ə
snorren,snorredest,V;IND;SG;2;PST,s n ɔ r ə d ə s t
snorren,snorren,V;SBJV;PL;PRS,s n ɔ rː ə n
snorren,snorre,V;IMP;SG;2,s n ɔ rː ə
snorren,snorrede,V;SBJV;SG;1;PST,s n ɔ r ə ð ə
snorren,snorrede,V;IND;SG;3;PST,s n ɔ r ə ð ə
spö̂den,spö̂dest,V;IND;SG;2;PRS,s p œː d ə s t
spö̂den,spö̂deden,V;IND;PL;PST,s p œː d ə ð ə n
spö̂den,spö̂dedest,V;SBJV;SG;2;PST,s p œː d ə ð ə s t
spö̂den,spö̂det,V;SBJV;SG;3;PRS,s p œː d ə t
spö̂den,spö̂dede,V;SBJV;SG;3;PST,s p œː d ə ð ə
spö̂den,spö̂de,V;IND;SG;1;PRS,s p œː d ə
spö̂den,spö̂den,V;IND;PL;PRS,s p œː d ə n
spö̂den,tô spö̂dene,V;NFIN,t oː s p œː d ə n ə
spö̂den,tô spö̂dende,V;NFIN,t oː s p œː d ə n d ə
spö̂den,spö̂deden,V;SBJV;PL;PST,s p œː d ə ð ə n
spö̂den,spö̂dede,V;IND;SG;1;PST,s p œː d ə ð ə
spö̂den,spö̂dest,V;SBJV;SG;2;PRS,s p œː d ə s t
spö̂den,spö̂det,V;IND;SG;3;PRS,s p œː d ə t
spö̂den,spö̂det,V;IMP;PL;2,s p œː d ə t
spö̂den,spö̂den,V;NFIN,s p œː d ə n
spö̂den,spö̂de,V;SBJV;SG;1;PRS,s p œː d ə
spö̂den,spö̂dedest,V;IND;SG;2;PST,s p œː d ə ð ə s t
spö̂den,spö̂den,V;SBJV;PL;PRS,s p œː d ə n
spö̂den,spö̂de,V;IMP;SG;2,s p œː d ə
spö̂den,spö̂dede,V;SBJV;SG;1;PST,s p œː d ə ð ə
spö̂den,spö̂dede,V;IND;SG;3;PST,s p œː d ə ð ə
stîgen,stîgest,V;IND;SG;2;PRS,s t iː ɣ ə s t
stîgen,stîchst,V;IND;SG;2;PRS,s t iː x s t
stîgen,stēgen,V;IND;PL;PST,s t eː ɣ ə n
stîgen,stēgest,V;SBJV;SG;2;PST,s t eː ɣ ə s t
stîgen,stîget,V;SBJV;SG;3;PRS,s t iː ɣ ə t
stîgen,stēge,V;SBJV;SG;3;PST,s t eː ɣ ə
stîgen,stîge,V;IND;SG;1;PRS,s t iː ɣ ə
stîgen,stîgen,V;IND;PL;PRS,s t iː ɣ ə n
stîgen,tô stîgene,V;NFIN,t oː s t iː ɣ ə n ə
stîgen,tô stîgende,V;NFIN,t oː s t iː ɣ ə n d ə
stîgen,stēgen,V;SBJV;PL;PST,s t eː ɣ ə n
stîgen,stêch,V;IND;SG;1;PST,s t ɛː x
stîgen,stîgest,V;SBJV;SG;2;PRS,s t iː ɣ ə s t
stîgen,stîget,V;IND;SG;3;PRS,s t iː ɣ ə t
stîgen,stîcht,V;IND;SG;3;PRS,s t iː x t
stîgen,stîget,V;IMP;PL;2,s t iː ɣ ə t
stîgen,stîgen,V;NFIN,s t iː ɣ ə n
stîgen,stîge,V;SBJV;SG;1;PRS,s t iː ɣ ə
stîgen,stēgest,V;IND;SG;2;PST,s t eː ɣ ə s t
stîgen,stîgen,V;SBJV;PL;PRS,s t iː ɣ ə n
stîgen,stîch,V;IMP;SG;2,s t iː x
stîgen,stēge,V;SBJV;SG;1;PST,s t eː ɣ ə
stîgen,stêch,V;IND;SG;3;PST,s t ɛː x
sûgen,sü̂gest,V;IND;SG;2;PRS,s yː ɣ ə s t
sûgen,sü̂̂chst,V;IND;SG;2;PRS,s yː x s t
sûgen,sōgen,V;IND;PL;PST,s oː ɣ ə n
sûgen,sȫgen,V;IND;PL;PST,s yː ɣ ə n
sûgen,sȫgest,V;SBJV;SG;2;PST,s yː ɣ ə s t
sûgen,sûget,V;SBJV;SG;3;PRS,s uː ɣ ə t
sûgen,sȫge,V;SBJV;SG;3;PST,s yː ɣ ə
sûgen,sûge,V;IND;SG;1;PRS,s uː ɣ ə
sûgen,sûgen,V;IND;PL;PRS,s uː ɣ ə n
sûgen,tô sûgene,V;NFIN,t oː s uː ɣ ə n ə
sûgen,tô sûgende,V;NFIN,t oː s uː ɣ ə n d ə
sûgen,sȫgen,V;SBJV;PL;PST,s yː ɣ ə n
sûgen,sôch,V;IND;SG;1;PST,s oː x
sûgen,sûgest,V;SBJV;SG;2;PRS,s uː ɣ ə s t
sûgen,sü̂get,V;IND;SG;3;PRS,s yː ɣ ə t
sûgen,sü̂̂cht,V;IND;SG;3;PRS,s yː x t
sûgen,sûget,V;IMP;PL;2,s uː ɣ ə t
sûgen,sûgen,V;NFIN,s uː ɣ ə n
sûgen,sûge,V;SBJV;SG;1;PRS,s uː ɣ ə
sûgen,sōgest,V;IND;SG;2;PST,s oː ɣ ə s t
sûgen,sȫgest,V;IND;SG;2;PST,s yː ɣ ə s t
sûgen,sûgen,V;SBJV;PL;PRS,s uː ɣ ə n
sûgen,sûch,V;IMP;SG;2,s uː x
sûgen,sȫge,V;SBJV;SG;1;PST,s yː ɣ ə
sûgen,sôch,V;IND;SG;3;PST,s oː x
sûpen,sü̂pest,V;IND;SG;2;PRS,s yː p ə s t
sûpen,sü̂̂pst,V;IND;SG;2;PRS,s yː p s t
sûpen,sōpen,V;IND;PL;PST,s oː p ə n
sûpen,sȫpen,V;IND;PL;PST,s yː p ə n
sûpen,sȫpest,V;SBJV;SG;2;PST,s yː p ə s t
sûpen,sûpet,V;SBJV;SG;3;PRS,s uː p ə t
sûpen,sȫpe,V;SBJV;SG;3;PST,s yː p ə
sûpen,sûpe,V;IND;SG;1;PRS,s uː p ə
sûpen,sûpen,V;IND;PL;PRS,s uː p ə n
sûpen,tô sûpene,V;NFIN,t oː s uː p ə n ə
sûpen,tô sûpende,V;NFIN,t oː s uː p ə n d ə
sûpen,sȫpen,V;SBJV;PL;PST,s yː p ə n
sûpen,sôp,V;IND;SG;1;PST,s oː p
sûpen,sûpest,V;SBJV;SG;2;PRS,s uː p ə s t
sûpen,sü̂pet,V;IND;SG;3;PRS,s yː p ə t
sûpen,sü̂̂pt,V;IND;SG;3;PRS,s yː p t
sûpen,sûpet,V;IMP;PL;2,s uː p ə t
sûpen,sûpen,V;NFIN,s uː p ə n
sûpen,sûpe,V;SBJV;SG;1;PRS,s uː p ə
sûpen,sōpest,V;IND;SG;2;PST,s oː p ə s t
sûpen,sȫpest,V;IND;SG;2;PST,s yː p ə s t
sûpen,sûpen,V;SBJV;PL;PRS,s uː p ə n
sûpen,sûp,V;IMP;SG;2,s uː p
sûpen,sȫpe,V;SBJV;SG;1;PST,s yː p ə
sûpen,sôp,V;IND;SG;3;PST,s oː p
tellen,tellest,V;IND;SG;2;PRS,t ɛ lː ə s t
tellen,telleden,V;IND;PL;PST,t ɛ lː ə ð ə n
tellen,telledest,V;SBJV;SG;2;PST,t ɛ lː ə d ə s t
tellen,tellet,V;SBJV;SG;3;PRS,t ɛ lː ə t
tellen,tellede,V;SBJV;SG;3;PST,t ɛ lː ə ð ə
tellen,telle,V;IND;SG;1;PRS,t ɛ lː ə
tellen,tellen,V;IND;PL;PRS,t ɛ lː ə n
tellen,tô tellene,V;NFIN,t oː t ɛ lː ə n ə
tellen,tô tellende,V;NFIN,t oː t ɛ lː ə n d ə
tellen,telleden,V;SBJV;PL;PST,t ɛ lː ə ð ə n
tellen,tellede,V;IND;SG;1;PST,t ɛ lː ə ð ə
tellen,tellest,V;SBJV;SG;2;PRS,t ɛ lː ə s t
tellen,tellet,V;IND;SG;3;PRS,t ɛ lː ə t
tellen,tellet,V;IMP;PL;2,t ɛ lː ə t
tellen,tellen,V;NFIN,t ɛ lː ə n
tellen,telle,V;SBJV;SG;1;PRS,t ɛ lː ə
tellen,telledest,V;IND;SG;2;PST,t ɛ lː ə d ə s t
tellen,tellen,V;SBJV;PL;PRS,t ɛ lː ə n
tellen,telle,V;IMP;SG;2,t ɛ lː ə
tellen,tellede,V;SBJV;SG;1;PST,t ɛ lː ə ð ə
tellen,tellede,V;IND;SG;3;PST,t ɛ lː ə ð ə
vâren,vērest,V;IND;SG;2;PRS,f eː r ə s t
vâren,vârest,V;IND;SG;2;PRS,f ɑː r ə s t
vâren,vôren,V;IND;PL;PST,f oː r ə n
vâren,vö̂ren,V;IND;PL;PST,f œː r ə n
vâren,vö̂rest,V;SBJV;SG;2;PST,f œː r ə s t
vâren,vâret,V;SBJV;SG;3;PRS,f ɑː r ə t
vâren,vö̂re,V;SBJV;SG;3;PST,f œː r ə
vâren,vâre,V;IND;SG;1;PRS,f ɑː r ə
vâren,vâren,V;IND;PL;PRS,f ɑː r ə n
vâren,tô vârene,V;NFIN,t oː v ɑː r ə n ə
vâren,tô vârende,V;NFIN,t oː v ɑː r ə n d ə
vâren,vö̂ren,V;SBJV;PL;PST,f œː r ə n
vâren,vôr,V;IND;SG;1;PST,f oː r
vâren,vârest,V;SBJV;SG;2;PRS,f ɑː r ə s t
vâren,vēret,V;IND;SG;3;PRS,f eː r ə t
vâren,vâret,V;IND;SG;3;PRS,f ɑː r ə t
vâren,vâret,V;IMP;PL;2,f ɑː r ə t
vâren,vâren,V;NFIN,f ɑː r ə n
vâren,vâre,V;SBJV;SG;1;PRS,f ɑː r ə
vâren,vôrest,V;IND;SG;2;PST,f oː r ə s t
vâren,vö̂rest,V;IND;SG;2;PST,f œː r ə s t
vâren,vâren,V;SBJV;PL;PRS,f ɑː r ə n
vâren,vâr,V;IMP;SG;2,f ɑː r
vâren,vö̂re,V;SBJV;SG;1;PST,f œː r ə
vâren,vôr,V;IND;SG;3;PST,f oː r
vechten,vechtest,V;IND;SG;2;PRS,f ɛ x t ə s t
vechten,vechtst,V;IND;SG;2;PRS,f ɛ x t s t
vechten,vuchten,V;IND;PL;PST,f ʊ x t ə n
vechten,vüchten,V;IND;PL;PST,f y x t ə n
vechten,vüchtest,V;SBJV;SG;2;PST,f y x t ə s t
vechten,vechtet,V;SBJV;SG;3;PRS,f ɛ x t ə t
vechten,vüchte,V;SBJV;SG;3;PST,f y x t ə
vechten,vechte,V;IND;SG;1;PRS,f ɛ x t ə
vechten,vechten,V;IND;PL;PRS,f ɛ x t ə n
vechten,tô vechtene,V;NFIN,t oː f ɛ x t ə n ə
vechten,tô vechtende,V;NFIN,t oː f ɛ x t ə n d ə
vechten,vüchten,V;SBJV;PL;PST,f y x t ə n
vechten,vacht,V;IND;SG;1;PST,f a x t
vechten,vechtest,V;SBJV;SG;2;PRS,f ɛ x t ə s t
vechten,vechtet,V;IND;SG;3;PRS,f ɛ x t ə t
vechten,vecht,V;IND;SG;3;PRS,f ɛ x t
vechten,vechtet,V;IMP;PL;2,f ɛ x t ə t
vechten,vechten,V;NFIN,f ɛ x t ə n
vechten,vechte,V;SBJV;SG;1;PRS,f ɛ x t ə
vechten,vuchtest,V;IND;SG;2;PST,f ʊ x t ə s t
vechten,vüchtest,V;IND;SG;2;PST,f y x t ə s t
vechten,vechten,V;SBJV;PL;PRS,f ɛ x t ə n
vechten,vecht,V;IMP;SG;2,f ɛ x t
vechten,vüchte,V;SBJV;SG;1;PST,f y x t ə
vechten,vacht,V;IND;SG;3;PST,f a x t
vö̂gen,vö̂gest,V;IND;SG;2;PRS,f œː ɣ ə s t
vö̂gen,vö̂geden,V;IND;PL;PST,f œː ɣ ə ð ə n
vö̂gen,vö̂gedest,V;SBJV;SG;2;PST,f œː ɣ ə d ə s t
vö̂gen,vö̂get,V;SBJV;SG;3;PRS,f œː ɣ ə t
vö̂gen,vö̂gede,V;SBJV;SG;3;PST,f œː ɣ ə ð ə
vö̂gen,vö̂ge,V;IND;SG;1;PRS,f œː ɣ ə
vö̂gen,vö̂gen,V;IND;PL;PRS,f œː ɣ ə n
vö̂gen,tô vö̂gene,V;NFIN,t oː f œː ɣ ə n ə
vö̂gen,tô vö̂gende,V;NFIN,t oː f œː ɣ ə n d ə
vö̂gen,vö̂geden,V;SBJV;PL;PST,f œː ɣ ə ð ə n
vö̂gen,vö̂gede,V;IND;SG;1;PST,f œː ɣ ə ð ə
vö̂gen,vö̂gest,V;SBJV;SG;2;PRS,f œː ɣ ə s t
vö̂gen,vö̂get,V;IND;SG;3;PRS,f œː ɣ ə t
vö̂gen,vö̂get,V;IMP;PL;2,f œː ɣ ə t
vö̂gen,vö̂gen,V;NFIN,f œː ɣ ə n
vö̂gen,vö̂ge,V;SBJV;SG;1;PRS,f œː ɣ ə
vö̂gen,vö̂gedest,V;IND;SG;2;PST,f œː ɣ ə d ə s t
vö̂gen,vö̂gen,V;SBJV;PL;PRS,f œː ɣ ə n
vö̂gen,vö̂ge,V;IMP;SG;2,f œː ɣ ə
vö̂gen,vö̂gede,V;SBJV;SG;1;PST,f œː ɣ ə ð ə
vö̂gen,vö̂gede,V;IND;SG;3;PST,f œː ɣ ə ð ə
vorgēten,vorgētest,V;IND;SG;2;PRS,f ɔ r ɣ eː t ə s t
vorgēten,vorgitst,V;IND;SG;2;PRS,f ɔ r ɣ ɪ t s t
vorgēten,vorgâten,V;IND;PL;PST,f ɔ r ɣ ɑː t ə n
vorgēten,vorgêten,V;IND;PL;PST,f ɔ r ɣ ɛː t ə n
vorgēten,vorgêtest,V;SBJV;SG;2;PST,f ɔ r ɣ ɛː t ə s t
vorgēten,vorgētet,V;SBJV;SG;3;PRS,f ɔ r ɣ eː t ə t
vorgēten,vorgête,V;SBJV;SG;3;PST,f ɔ r ɣ ɛː t ə
vorgēten,vorgēte,V;IND;SG;1;PRS,f ɔ r ɣ eː t ə
vorgēten,vorgēten,V;IND;PL;PRS,f ɔ r ɣ eː t ə n
vorgēten,tô vorgētene,V;NFIN,t oː f ɔ r ɣ eː t ə n ə
vorgēten,tô vorgētende,V;NFIN,t oː f ɔ r ɣ eː t ə n d ə
vorgēten,vorgêten,V;SBJV;PL;PST,f ɔ r ɣ ɛː t ə n
vorgēten,vorgat,V;IND;SG;1;PST,f ɔ r ɣ aː t
vorgēten,vorgētest,V;SBJV;SG;2;PRS,f ɔ r ɣ eː t ə s t
vorgēten,vorgētet,V;IND;SG;3;PRS,f ɔ r ɣ eː t ə t
vorgēten,vorgit,V;IND;SG;3;PRS,f ɔ r ɣ ɪ t
vorgēten,vorgētet,V;IMP;PL;2,f ɔ r ɣ eː t ə t
vorgēten,vorgēten,V;NFIN,f ɔ r ɣ eː t ə n
vorgēten,vorgēte,V;SBJV;SG;1;PRS,f ɔ r ɣ eː t ə
vorgēten,vorgâtest,V;IND;SG;2;PST,f ɔ r ɣ ɑː t ə s t
vorgēten,vorgêtest,V;IND;SG;2;PST,f ɔ r ɣ ɛː t ə s t
vorgēten,vorgēten,V;SBJV;PL;PRS,f ɔ r ɣ eː t ə n
vorgēten,vorgit,V;IMP;SG;2,f ɔ r ɣ ɪ t
vorgēten,vorgête,V;SBJV;SG;1;PST,f ɔ r ɣ ɛː t ə
vorgēten,vorgat,V;IND;SG;3;PST,f ɔ r ɣ aː t
vorsûpen,vorsü̂pest,V;IND;SG;2;PRS,f ɔ r s yː p ə s t
vorsûpen,vorsü̂̂pst,V;IND;SG;2;PRS,f ɔ r s yː p s t
vorsûpen,vorsōpen,V;IND;PL;PST,f ɔ r s oː p ə n
vorsûpen,vorsȫpen,V;IND;PL;PST,f ɔ r s yː p ə n
vorsûpen,vorsȫpest,V;SBJV;SG;2;PST,f ɔ r s yː p ə s t
vorsûpen,vorsûpet,V;SBJV;SG;3;PRS,f ɔ r s uː p ə t
vorsûpen,vorsȫpe,V;SBJV;SG;3;PST,f ɔ r s yː p ə
vorsûpen,vorsûpe,V;IND;SG;1;PRS,f ɔ r s uː p ə
vorsûpen,vorsûpen,V;IND;PL;PRS,f ɔ r s uː p ə n
vorsûpen,tô vorsûpene,V;NFIN,t oː f ɔ r s uː p ə n ə
vorsûpen,tô vorsûpende,V;NFIN,t oː f ɔ r s uː p ə n d ə
vorsûpen,vorsȫpen,V;SBJV;PL;PST,f ɔ r s yː p ə n
vorsûpen,vorsôp,V;IND;SG;1;PST,f ɔ r s oː p
vorsûpen,vorsûpest,V;SBJV;SG;2;PRS,f ɔ r s uː p ə s t
vorsûpen,vorsü̂pet,V;IND;SG;3;PRS,f ɔ r s yː p ə t
vorsûpen,vorsü̂̂pt,V;IND;SG;3;PRS,f ɔ r s yː p t
vorsûpen,vorsûpet,V;IMP;PL;2,f ɔ r s uː p ə t
vorsûpen,vorsûpen,V;NFIN,f ɔ r s uː p ə n
vorsûpen,vorsûpe,V;SBJV;SG;1;PRS,f ɔ r s uː p ə
vorsûpen,vorsōpest,V;IND;SG;2;PST,f ɔ r s oː p ə s t
vorsûpen,vorsȫpest,V;IND;SG;2;PST,f ɔ r s yː p ə s t
vorsûpen,vorsûpen,V;SBJV;PL;PRS,f ɔ r s uː p ə n
vorsûpen,vorsûp,V;IMP;SG;2,f ɔ r s uː p
vorsûpen,vorsȫpe,V;SBJV;SG;1;PST,f ɔ r s yː p ə
vorsûpen,vorsôp,V;IND;SG;3;PST,f ɔ r s oː p
vorswinden,vorswindest,V;IND;SG;2;PRS,f ɔ r s w ɪ n d ə s t
vorswinden,vorswintst,V;IND;SG;2;PRS,f ɔ r s w ɪ n t s t
vorswinden,vorswunden,V;IND;PL;PST,f ɔ r s v ʊ n d ə n
vorswinden,vorswünden,V;IND;PL;PST,f ɔ r s v ʏ n d ə n
vorswinden,vorswündest,V;SBJV;SG;2;PST,f ɔ r s v ʏ n d ə s t
vorswinden,vorswindet,V;SBJV;SG;3;PRS,f ɔ r s w ɪ n d ə t
vorswinden,vorswünde,V;SBJV;SG;3;PST,f ɔ r s v ʏ n d ə
vorswinden,vorswinde,V;IND;SG;1;PRS,f ɔ r s w ɪ n d ə
vorswinden,vorswinden,V;IND;PL;PRS,f ɔ r s w ɪ n d ə n
vorswinden,tô vorswindene,V;NFIN,t oː f ɔ r s w ɪ n d ə n ə
vorswinden,tô vorswindende,V;NFIN,t oː f ɔ r s v ɪ n d ə n d ə
vorswinden,vorswünden,V;SBJV;PL;PST,f ɔ r s v ʏ n d ə n
vorswinden,vorswant,V;IND;SG;1;PST,f ɔ r s w a n t
vorswinden,vorswindest,V;SBJV;SG;2;PRS,f ɔ r s w ɪ n d ə s t
vorswinden,vorswindet,V;IND;SG;3;PRS,f ɔ r s w ɪ n d ə t
vorswinden,vorswint,V;IND;SG;3;PRS,f ɔ r s w ɪ n t
vorswinden,vorswindet,V;IMP;PL;2,f ɔ r s w ɪ n d ə t
vorswinden,vorswinden,V;NFIN,f ɔ r s w ɪ n d ə n
vorswinden,vorswinde,V;SBJV;SG;1;PRS,f ɔ r s w ɪ n d ə
vorswinden,vorswundest,V;IND;SG;2;PST,f ɔ r s v ʊ n d ə s t
vorswinden,vorswündest,V;IND;SG;2;PST,f ɔ r s v ʏ n d ə s t
vorswinden,vorswinden,V;SBJV;PL;PRS,f ɔ r s w ɪ n d ə n
vorswinden,vorswint,V;IMP;SG;2,f ɔ r s w ɪ n t
vorswinden,vorswünde,V;SBJV;SG;1;PST,f ɔ r s v ʏ n d ə
vorswinden,vorswant,V;IND;SG;3;PST,f ɔ r s w a n t
wāren,wārest,V;IND;SG;2;PRS,w aː r ə s t
wāren,wāreden,V;IND;PL;PST,w aː r ə d ə n
wāren,wāredest,V;SBJV;SG;2;PST,w aː r ə d ə s t
wāren,wāret,V;SBJV;SG;3;PRS,w aː r ə t
wāren,wārede,V;SBJV;SG;3;PST,w aː r ə ð ə
wāren,wāre,V;IND;SG;1;PRS,w aː r ə
wāren,wāren,V;IND;PL;PRS,w aː r ə n
wāren,tô wārene,V;NFIN,t oː w aː r ə n ə
wāren,tô wārende,V;NFIN,t oː w aː r ə n d ə
wāren,wāreden,V;SBJV;PL;PST,w aː r ə d ə n
wāren,wārede,V;IND;SG;1;PST,w aː r ə ð ə
wāren,wārest,V;SBJV;SG;2;PRS,w aː r ə s t
wāren,wāret,V;IND;SG;3;PRS,w aː r ə t
wāren,wāret,V;IMP;PL;2,w aː r ə t
wāren,wāren,V;NFIN,w aː r ə n
wāren,wāre,V;SBJV;SG;1;PRS,w aː r ə
wāren,wāredest,V;IND;SG;2;PST,w aː r ə d ə s t
wāren,wāren,V;SBJV;PL;PRS,w aː r ə n
wāren,wāre,V;IMP;SG;2,w aː r ə
wāren,wārede,V;SBJV;SG;1;PST,w aː r ə ð ə
wāren,wārede,V;IND;SG;3;PST,w aː r ə ð ə
werden,werdest,V;IND;SG;2;PRS,w ɛ r d ə s t
werden,wertst,V;IND;SG;2;PRS,w ɛ r t s t
werden,worden,V;IND;PL;PST,w ɔ r d ə n
werden,wörden,V;IND;PL;PST,w œ r d ə n
werden,wördest,V;SBJV;SG;2;PST,w œ r d ə s t
werden,werdet,V;SBJV;SG;3;PRS,w ɛ r d ə t
werden,wörde,V;SBJV;SG;3;PST,w œ r d ə
werden,werde,V;IND;SG;1;PRS,w ɛ r d ə
werden,werden,V;IND;PL;PRS,w ɛ r d ə n
werden,tô werdene,V;NFIN,t oː w ɛ r d ə n ə
werden,tô werdende,V;NFIN,t oː w ɛ r d ə n d ə
werden,wörden,V;SBJV;PL;PST,w œ r d ə n
werden,wart,V;IND;SG;1;PST,w a r t
werden,werdest,V;SBJV;SG;2;PRS,w ɛ r d ə s t
werden,werdet,V;IND;SG;3;PRS,w ɛ r d ə t
werden,wert,V;IND;SG;3;PRS,w ɛ r t
werden,werdet,V;IMP;PL;2,w ɛ r d ə t
werden,werden,V;NFIN,w ɛ r d ə n
werden,werde,V;SBJV;SG;1;PRS,w ɛ r d ə
werden,wordest,V;IND;SG;2;PST,w ɔ r d ə s t
werden,wördest,V;IND;SG;2;PST,w œ r d ə s t
werden,werden,V;SBJV;PL;PRS,w ɛ r d ə n
werden,wert,V;IMP;SG;2,w ɛ r t
werden,wörde,V;SBJV;SG;1;PST,w œ r d ə
werden,wart,V;IND;SG;3;PST,w a r t
wölteren,wölterest,V;IND;SG;2;PRS,w œ l t ə r ə s t
wölteren,wöltereden,V;IND;PL;PST,w œ l t ə r ə ð ə n
wölteren,wölteredest,V;SBJV;SG;2;PST,w œ l t ə r ə d ə s t
wölteren,wölteret,V;SBJV;SG;3;PRS,w œ l t ə r ə t
wölteren,wölterede,V;SBJV;SG;3;PST,w œ l t ə r ə ð ə
wölteren,wöltere,V;IND;SG;1;PRS,w œ l t ə r ə
wölteren,wölteren,V;IND;PL;PRS,w œ l t ə r ə n
wölteren,tô wölterene,V;NFIN,t oː w œ l t ə r ə n ə
wölteren,tô wölterende,V;NFIN,t oː w œ l t ə r ə n d ə
wölteren,wöltereden,V;SBJV;PL;PST,w œ l t ə r ə ð ə n
wölteren,wölterede,V;IND;SG;1;PST,w œ l t ə r ə ð ə
wölteren,wölterest,V;SBJV;SG;2;PRS,w œ l t ə r ə s t
wölteren,wölteret,V;IND;SG;3;PRS,w œ l t ə r ə t
wölteren,wölteret,V;IMP;PL;2,w œ l t ə r ə t
wölteren,wölteren,V;NFIN,w œ l t ə r ə n
wölteren,wöltere,V;SBJV;SG;1;PRS,w œ l t ə r ə
wölteren,wölteredest,V;IND;SG;2;PST,w œ l t ə r ə d ə s t
wölteren,wölteren,V;SBJV;PL;PRS,w œ l t ə r ə n
wölteren,wöltere,V;IMP;SG;2,w œ l t ə r ə
wölteren,wölterede,V;SBJV;SG;1;PST,w œ l t ə r ə ð ə
wölteren,wölterede,V;IND;SG;3;PST,w œ l t ə r ə ð ə
wrîten,wrîtest,V;IND;SG;2;PRS,w r iː t ə s t
wrîten,wrîtst,V;IND;SG;2;PRS,w r iː t s t
wrîten,wrēten,V;IND;PL;PST,w r eː t ə n
wrîten,wrētest,V;SBJV;SG;2;PST,w r eː t ə s t
wrîten,wrîtet,V;SBJV;SG;3;PRS,w r iː t ə t
wrîten,wrēte,V;SBJV;SG;3;PST,v r eː t ə
wrîten,wrîte,V;IND;SG;1;PRS,w r iː t ə
wrîten,wrîten,V;IND;PL;PRS,w r iː t ə n
wrîten,tô wrîtene,V;NFIN,t oː r iː t ə n ə
wrîten,tô wrîtende,V;NFIN,t oː r iː t ə n d ə
