lemma,form,paradigm_slot,phonemic_form
away,nagaaway,"V;PRS",n a ɡ a ʔ a w a j
away,nagaaway,"V;PROG;PRS",n a ɡ a ʔ a w a j
away,nagaaway na,"V;PRF;PRS",n a ɡ a ʔ a w a j n a
away,nagaaway pa,"V;PRF+PROG;PRS",n a ɡ a ʔ a w a j p a
away,magaaway,"V;FUT",m a ɡ a ʔ a w a j
away,magaaway,"V;PROG;FUT",m a ɡ a ʔ a w a j
away,magaaway na,"V;PRF;FUT",m a ɡ a ʔ a w a j n a
away,magaaway pa,"V;PRF+PROG;FUT",m a ɡ a ʔ a w a j p a
kita/pangita,kita,"V;NFIN",k i t a
kita/pangita,nakita,"V;PST",n a k i t a
kita/pangita,ginpangita,"V;PROG;PST",ɡ i n p a ŋ i t a
kita/pangita,nakita na,"V;PRF;PST",n a k i t a n a
kita/pangita,ginpangita pa,"V;PRF+PROG;PST",ɡ i n p a ŋ i t a p a
kita/pangita,nakita,"V;PRS",n a k i t a
kita/pangita,ginapangita,"V;PROG;PRS",ɡ i n a p a ŋ i t a
kita/pangita,nakita na,"V;PRF;PRS",n a k i t a n a
kita/pangita,ginapangita pa,"V;PRF+PROG;PRS",ɡ i n a p a ŋ i t a p a
kita/pangita,makita,"V;FUT",m a k i t a
kita/pangita,magapangita,"V;PROG;FUT",m a ɡ a p a ŋ i t a
kita/pangita,magapangita na,"V;PRF;FUT",m a ɡ a p a ŋ i t a n a
kita/pangita,magapangita pa,"V;PRF+PROG;FUT",m a ɡ a p a ŋ i t a p a
tapos,tapos,"V;NFIN",t a p o s
tapos,gintapos,"V;PST",ɡ i n t a p o s
tapos,gintapos,"V;PROG;PST",ɡ i n t a p o s
tapos,gintapos na,"V;PRF;PST",ɡ i n t a p o s n a
tapos,gintapos pa,"V;PRF+PROG;PST",ɡ i n t a p o s p a
tapos,ginatapos,"V;PRS",ɡ i n a t a p o s
tapos,ginatapos,"V;PROG;PRS",ɡ i n a t a p o s
tapos,ginatapos na,"V;PRF;PRS",ɡ i n a t a p o s n a
tapos,ginatapos pa,"V;PRF+PROG;PRS",ɡ i n a t a p o s p a
tapos,magataps,"V;FUT",m a ɡ a t a p s
tapos,magataps,"V;PROG;FUT",m a ɡ a t a p s
tapos,magataps na,"V;PRF;FUT",m a ɡ a t a p s n a
tapos,magataps pa,"V;PRF+PROG;FUT",m a ɡ a t a p s p a
lupad,lupad,"V;NFIN",l u p a d
lupad,naglupad,"V;PST",n a ɡ l u p a d
lupad,naglupad,"V;PROG;PST",n a ɡ l u p a d
lupad,naglupad na,"V;PRF;PST",n a ɡ l u p a d n a
lupad,naglupad pa,"V;PRF+PROG;PST",n a ɡ l u p a d p a
lupad,nagalupad,"V;PRS",n a ɡ a l u p a d
lupad,nagalupad,"V;PROG;PRS",n a ɡ a l u p a d
lupad,nagalupad na,"V;PRF;PRS",n a ɡ a l u p a d n a
lupad,nagalupad pa,"V;PRF+PROG;PRS",n a ɡ a l u p a d p a
lupad,magalupad,"V;FUT",m a ɡ a l u p a d
lupad,magalupad,"V;PROG;FUT",m a ɡ a l u p a d
lupad,magalupad na,"V;PRF;FUT",m a ɡ a l u p a d n a
lupad,magalupad pa,"V;PRF+PROG;FUT",m a ɡ a l u p a d p a
kallimtan,kallimtan,"V;NFIN",k a l j i m t a n
kallimtan,ginkallimtan,"V;PST",ɡ i n k a l j i m t a n
kallimtan,ginkallimtan,"V;PROG;PST",ɡ i n k a l j i m t a n
kallimtan,ginkallimtan na,"V;PRF;PST",ɡ i n k a l l i m t a n n a
kallimtan,ginkallimtan pa,"V;PRF+PROG;PST",ɡ i n k a l l i m t a n p a
kallimtan,ginakallimtan,"V;PRS",ɡ i n a k a l l i m t a n
kallimtan,ginakallimtan,"V;PROG;PRS",ɡ i n a k a l l i m t a n
kallimtan,ginakallimtan na,"V;PRF;PRS",ɡ i n a k a l l i m t a n n a
kallimtan,ginakallimtan pa,"V;PRF+PROG;PRS",ɡ i n a k a l l i m t a n p a
kallimtan,pagakallimtan,"V;FUT",p a ɡ a k a l j i m t a n
kallimtan,pagakallimtan,"V;PROG;FUT",p a ɡ a k a l j i m t a n
kallimtan,pagakallimtan na,"V;PRF;FUT",p a ɡ a k a l j i m t a n n a
kallimtan,pagakallimtan pa,"V;PRF+PROG;FUT",p a ɡ a k a l j i m t a n p a
nagon,nagon,"V;NFIN",n a ɡ o n
nagon,nagnagon,"V;PST",n a ɡ n a ɡ o n
nagon,nagnagon,"V;PROG;PST",n a ɡ n a ɡ o n
nagon,nagnagon na,"V;PRF;PST",n a ɡ n a ɡ o n n a
nagon,nagnagon pa,"V;PRF+PROG;PST",n a ɡ n a ɡ o n p a
nagon,naganagon,"V;PRS",n a ɡ a n a ɡ o n
nagon,naganagon,"V;PROG;PRS",n a ɡ a n a ɡ o n
nagon,naganagon na,"V;PRF;PRS",n a ɡ a n a ɡ o n n a
nagon,naganagon pa,"V;PRF+PROG;PRS",n a ɡ a n a ɡ o n p a
nagon,maganagon,"V;FUT",m a ɡ a n a ɡ o n
nagon,maganagon,"V;PROG;FUT",m a ɡ a n a ɡ o n
nagon,maganagon na,"V;PRF;FUT",m a ɡ a n a ɡ o n n a
nagon,maganagon pa,"V;PRF+PROG;FUT",m a ɡ a n a ɡ o n p a
hatag,hatag,"V;NFIN",h a t a ɡ
hatag,naghatag,"V;PST",n a ɡ h a t a ɡ
hatag,naghatag,"V;PROG;PST",n a ɡ h a t a ɡ
hatag,naghatag na,"V;PRF;PST",n a ɡ h a t a ɡ n a
hatag,naghatag pa,"V;PRF+PROG;PST",n a ɡ h a t a ɡ p a
hatag,nagahatag,"V;PRS",n a ɡ a h a t a ɡ
hatag,nagahatag,"V;PROG;PRS",n a ɡ a h a t a ɡ
hatag,nagahatag na,"V;PRF;PRS",n a ɡ a h a t a ɡ n a
hatag,nagahatag pa,"V;PRF+PROG;PRS",n a ɡ a h a t a ɡ p a
hatag,magahatag,"V;FUT",m a ɡ a h a t a ɡ
hatag,magahatag,"V;PROG;FUT",m a ɡ a h a t a ɡ
hatag,magahatag na,"V;PRF;FUT",m a ɡ a h a t a ɡ n a
hatag,magahatag pa,"V;PRF+PROG;FUT",m a ɡ a h a t a ɡ p a
kado,kado,"V;NFIN",k a d o
kado,nagkado,"V;PST",n a ɡ k a d o
kado,nagkado,"V;PROG;PST",n a ɡ k a d o
kado,nagkado na,"V;PRF;PST",n a ɡ k a d o n a
kado,nagkado pa,"V;PRF+PROG;PST",n a ɡ k a d o p a
kado,nagakado,"V;PRS",n a ɡ a k a d o
kado,nagakado,"V;PROG;PRS",n a ɡ a k a d o
kado,nagakado na,"V;PRF;PRS",n a ɡ a k a d o n a
kado,nagakado pa,"V;PRF+PROG;PRS",n a ɡ a k a d o p a
kado,magakado,"V;FUT",m a ɡ a k a d o
kado,magakado,"V;PROG;FUT",m a ɡ a k a d o
kado,magakado na,"V;PRF;FUT",m a ɡ a k a d o n a
kado,magakado pa,"V;PRF+PROG;FUT",m a ɡ a k a d o p a
tabo/katabo,tabo,"V;NFIN",t a b o
tabo/katabo,natabo,"V;PST",n a t a b o
tabo/katabo,natabo,"V;PROG;PST",n a t a b o
tabo/katabo,natabo na,"V;PRF;PST",n a t a b o n a
tabo/katabo,natabo pa,"V;PRF+PROG;PST",n a t a b o p a
tabo/katabo,nagakatabo,"V;PRS",n a ɡ a k a t a b o
tabo/katabo,nagakatabo,"V;PROG;PRS",n a ɡ a k a t a b o
tabo/katabo,nagakatabo na,"V;PRF;PRS",n a ɡ a k a t a b o n a
tabo/katabo,nagakatabo pa,"V;PRF+PROG;PRS",n a ɡ a k a t a b o p a
tabo/katabo,matabo,"V;FUT",m a t a b o
tabo/katabo,matabo,"V;PROG;FUT",m a t a b o
tabo/katabo,matabo na,"V;PRF;FUT",m a t a b o n a
tabo/katabo,matabo pa,"V;PRF+PROG;FUT",m a t a b o p a
na/naga,na,"V;NFIN",n a
na/naga,na,"V;PST",n a
na/naga,naga,"V;PRS",n a ɡ a ʔ
bati/batian/pamatian,bati,"V;NFIN",b a t i ʔ
bati/batian/pamatian,nabatian,"V;PST",n a b a t i ʔ a n
bati/batian/pamatian,ginpamantian,"V;PROG;PST",ɡ i n p a m a n t i ʔ a n
bati/batian/pamatian,nabatian na,"V;PRF;PST",n a b a t i ʔ a n n a
bati/batian/pamatian,ginpamatian pa,"V;PRF+PROG;PST",ɡ i n p a m a t i ʔ a n p a
bati/batian/pamatian,nabatian,"V;PRS",n a b a t i ʔ a n
bati/batian/pamatian,ginpamantian,"V;PROG;PRS",ɡ i n p a m a n t i ʔ a n
bati/batian/pamatian,nabatian na,"V;PRF;PRS",n a b a t i ʔ a n n a
bati/batian/pamatian,ginpamatian pa,"V;PRF+PROG;PRS",ɡ i n p a m a t i ʔ a n p a
bati/batian/pamatian,pagapamatian,"V;FUT",p a ɡ a p a m a t i ʔ a n
bati/batian/pamatian,pagapamatian,"V;PROG;FUT",p a ɡ a p a m a t i ʔ a n
bati/batian/pamatian,pagapamatian na,"V;PRF;FUT",p a ɡ a p a m a t i ʔ a n n a
bati/batian/pamatian,pagapamatian pa,"V;PRF+PROG;FUT",p a ɡ a p a m a t i ʔ a n p a
bulig/buligan,bulig,"V;NFIN",b u l i ɡ
bulig/buligan,ginbuligan,"V;PST",ɡ i n b u l i ɡ a n
bulig/buligan,ginbuligan,"V;PROG;PST",ɡ i n b u l i ɡ a n
bulig/buligan,ginbuligan na,"V;PRF;PST",ɡ i n b u l i ɡ a n n a
bulig/buligan,ginbuligan pa,"V;PRF+PROG;PST",ɡ i n b u l i ɡ a n p a
bulig/buligan,ginabuligan,"V;PRS",ɡ i n a b u l i ɡ a n
bulig/buligan,ginabuligan,"V;PROG;PRS",ɡ i n a b u l i ɡ a n
bulig/buligan,ginabuligan na,"V;PRF;PRS",ɡ i n a b u l i ɡ a n n a
bulig/buligan,ginabuligan pa,"V;PRF+PROG;PRS",ɡ i n a b u l i ɡ a n p a
bulig/buligan,magabulig,"V;FUT",m a ɡ a b u l i ɡ
bulig/buligan,magabulig,"V;PROG;FUT",m a ɡ a b u l i ɡ
bulig/buligan,magabulig na,"V;PRF;FUT",m a ɡ a b u l i ɡ n a
bulig/buligan,magabulig pa,"V;PRF+PROG;FUT",m a ɡ a b u l i ɡ p a
uyat/uyatan,uyat,"V;NFIN",ʔ u j a t
uyat/uyatan,gin-uyatan,"V;PST",ɡ i n ʔ u j a t a n
uyat/uyatan,gin-uyatan,"V;PROG;PST",ɡ i n ʔ u j a t a n
uyat/uyatan,gin-uyatan na,"V;PRF;PST",ɡ i n ʔ u j a t a n n a
uyat/uyatan,gin-uyatan pa,"V;PRF+PROG;PST",ɡ i n ʔ u j a t a n p a
uyat/uyatan,ginauyatan,"V;PRS",ɡ i n a ʔ u j a t a n
uyat/uyatan,ginauyatan,"V;PROG;PRS",ɡ i n a ʔ u j a t a n
uyat/uyatan,ginauyatan na,"V;PRF;PRS",ɡ i n a ʔ u j a t a n n a
uyat/uyatan,ginauyatan pa,"V;PRF+PROG;PRS",ɡ i n a ʔ u j a t a n p a
uyat/uyatan,magauyat,"V;FUT",m a ɡ a ʔ u j a t
uyat/uyatan,magauyat,"V;PROG;FUT",m a ɡ a ʔ u j a t
uyat/uyatan,magauyat na,"V;PRF;FUT",m a ɡ a ʔ u j a t n a
uyat/uyatan,magauyat pa,"V;PRF+PROG;FUT",m a ɡ a ʔ u j a t p a
dugang,dugang,"V;NFIN",d u ɡ a ŋ
dugang,nagdugang,"V;PST",n a ɡ d u ɡ a ŋ
dugang,nagdugang,"V;PROG;PST",n a ɡ d u ɡ a ŋ
dugang,nagdugang na,"V;PRF;PST",n a ɡ d u ɡ a ŋ n a
dugang,nagdugang pa,"V;PRF+PROG;PST",n a ɡ d u ɡ a ŋ p a
dugang,nagadugang,"V;PRS",n a ɡ a d u ɡ a ŋ
dugang,nagadugang,"V;PROG;PRS",n a ɡ a d u ɡ a ŋ
dugang,nagadugang na,"V;PRF;PRS",n a ɡ a d u ɡ a ŋ n a
dugang,nagadugang pa,"V;PRF+PROG;PRS",n a ɡ a d u ɡ a ŋ p a
dugang,magadugang,"V;FUT",m a ɡ a d u ɡ a ŋ
dugang,magadugang,"V;PROG;FUT",m a ɡ a d u ɡ a ŋ
dugang,magadugang na,"V;PRF;FUT",m a ɡ a d u ɡ a ŋ n a
dugang,magadugang pa,"V;PRF+PROG;FUT",m a ɡ a d u ɡ a ŋ p a
pakilala,pakilala,"V;NFIN",p a k i l a l a
pakilala,nagpakilala,"V;PST",n a ɡ p a k i l a l a
pakilala,nagpakilala,"V;PROG;PST",n a ɡ p a k i l a l a
pakilala,nagpakilala na,"V;PRF;PST",n a ɡ p a k i l a l a n a
pakilala,nagpakilala pa,"V;PRF+PROG;PST",n a ɡ p a k i l a l a p a
pakilala,nagapakilala,"V;PRS",n a ɡ a p a k i l a l a
pakilala,nagapakilala,"V;PROG;PRS",n a ɡ a p a k i l a l a
pakilala,nagapakilala na,"V;PRF;PRS",n a ɡ a p a k i l a l a n a
pakilala,nagapakilala pa,"V;PRF+PROG;PRS",n a ɡ a p a k i l a l a p a
pakilala,magapakilala,"V;FUT",m a ɡ a p a k i l a l a
pakilala,magapakilala,"V;PROG;FUT",m a ɡ a p a k i l a l a
pakilala,magapakilala na,"V;PRF;FUT",m a ɡ a p a k i l a l a n a
pakilala,magapakilala pa,"V;PRF+PROG;FUT",m a ɡ a p a k i l a l a p a
agda,agda,"V;NFIN",ʔ a ɡ d a
agda,gin-agda,"V;PST",ɡ i n ʔ a ɡ d a
agda,gin-agda,"V;PROG;PST",ɡ i n ʔ a ɡ d a
agda,gin-agda na,"V;PRF;PST",ɡ i n ʔ a ɡ d a n a
agda,gin-agda pa,"V;PRF+PROG;PST",ɡ i n ʔ a ɡ d a p a
agda,ginaagda,"V;PRS",ɡ i n a ʔ a ɡ d a
agda,ginaagda,"V;PROG;PRS",ɡ i n a ʔ a ɡ d a
agda,ginaagda na,"V;PRF;PRS",ɡ i n a ʔ a ɡ d a n a
agda,ginaagda pa,"V;PRF+PROG;PRS",ɡ i n a ʔ a ɡ d a p a
agda,magaagda,"V;FUT",m a ɡ a ʔ a ɡ d a
agda,magaagda,"V;PROG;FUT",m a ɡ a ʔ a ɡ d a
agda,magaagda na,"V;PRF;FUT",m a ɡ a ʔ a ɡ d a n a
agda,magaagda pa,"V;PRF+PROG;FUT",m a ɡ a ʔ a ɡ d a p a
patay,patay,"V;NFIN",p a t a j
patay,ginpatay,"V;PST",ɡ i n p a t a j
patay,ginpatay,"V;PROG;PST",ɡ i n p a t a j
patay,ginpatay na,"V;PRF;PST",ɡ i n p a t a j n a
patay,ginpatay pa,"V;PRF+PROG;PST",ɡ i n p a t a j p a
patay,ginapatay,"V;PRS",ɡ i n a p a t a j
patay,ginapatay,"V;PROG;PRS",ɡ i n a p a t a j
patay,ginapatay na,"V;PRF;PRS",ɡ i n a p a t a j n a
patay,ginapatay pa,"V;PRF+PROG;PRS",ɡ i n a p a t a j p a
patay,magapatay,"V;FUT",m a ɡ a p a t a j
patay,magapatay,"V;PROG;FUT",m a ɡ a p a t a j
patay,magapatay na,"V;PRF;FUT",m a ɡ a p a t a j n a
patay,magapatay pa,"V;PRF+PROG;FUT",m a ɡ a p a t a j p a
halok/halukan,halok,"V;NFIN",h a l o k
halok/halukan,ginhalukan,"V;PST",ɡ i n h a l u k a n
halok/halukan,ginhalukan,"V;PROG;PST",ɡ i n h a l u k a n
halok/halukan,ginhalukan na,"V;PRF;PST",ɡ i n h a l u k a n n a
halok/halukan,ginhalukan pa,"V;PRF+PROG;PST",ɡ i n h a l u k a n p a
halok/halukan,ginahalukan,"V;PRS",ɡ i n a h a l u k a n
halok/halukan,ginahalukan,"V;PROG;PRS",ɡ i n a h a l u k a n
halok/halukan,ginahalukan na,"V;PRF;PRS",ɡ i n a h a l u k a n n a
halok/halukan,ginahalukan pa,"V;PRF+PROG;PRS",ɡ i n a h a l u k a n p a
halok/halukan,magahalok,"V;FUT",m a ɡ a h a l o k
halok/halukan,magahalok,"V;PROG;FUT",m a ɡ a h a l o k
halok/halukan,magahalok na,"V;PRF;FUT",m a ɡ a h a l o k n a
halok/halukan,magahalok pa,"V;PRF+PROG;FUT",m a ɡ a h a l o k p a
hibalo/hibaluan,hibalo,"V;NFIN",h i b a l o
hibalo/hibaluan,nahibaluan,"V;PST",n a h i b a l u ʔ a n
hibalo/hibaluan,ginhibalo,"V;PROG;PST",ɡ i n h i b a l o
hibalo/hibaluan,nahibaluan na,"V;PRF;PST",n a h i b a l u ʔ a n n a
hibalo/hibaluan,ginhibalo pa,"V;PRF+PROG;PST",ɡ i n h i b a l o p a
hibalo/hibaluan,nakahibalo,"V;PRS",n a k a h i b a l o
hibalo/hibaluan,ginahibalo,"V;PROG;PRS",ɡ i n a h i b a l o
hibalo/hibaluan,nahibaluan na,"V;PRF;PRS",n a h i b a l u ʔ a n n a
hibalo/hibaluan,ginahibalo pa,"V;PRF+PROG;PRS",ɡ i n a h i b a l o p a
hibalo/hibaluan,mahibaluan,"V;FUT",m a h i b a l u ʔ a n
hibalo/hibaluan,mahibaluan,"V;PROG;FUT",m a h i b a l u ʔ a n
hibalo/hibaluan,magahibalo na,"V;PRF;FUT",m a ɡ a h i b a l o n a
hibalo/hibaluan,mahibaluan pa,"V;PRF+PROG;FUT",m a h i b a l u ʔ a n p a
kadlaw,kadlaw,"V;NFIN",k a d l a w
kadlaw,nagkadlaw,"V;PST",n a ɡ k a d l a w
kadlaw,nagkadlaw,"V;PROG;PST",n a ɡ k a d l a w
kadlaw,nagkadlaw na,"V;PRF;PST",n a ɡ k a d l a w n a
kadlaw,nagkadlaw pa,"V;PRF+PROG;PST",n a ɡ k a d l a w p a
kadlaw,nagakadlaw,"V;PRS",n a ɡ a k a d l a w
kadlaw,nagakadlaw,"V;PROG;PRS",n a ɡ a k a d l a w
kadlaw,nagakadlaw na,"V;PRF;PRS",n a ɡ a k a d l a w n a
kadlaw,nagakadlaw pa,"V;PRF+PROG;PRS",n a ɡ a k a d l a w p a
kadlaw,magakadlaw,"V;FUT",m a ɡ a k a d l a w
kadlaw,magakadlaw,"V;PROG;FUT",m a ɡ a k a d l a w
kadlaw,magakadlaw na,"V;PRF;FUT",m a ɡ a k a d l a w n a
kadlaw,magakadlaw pa,"V;PRF+PROG;FUT",m a ɡ a k a d l a w p a
tuon,tuon,"V;NFIN",t u ʔ o n
tuon,nagtuon,"V;PST",n a ɡ t u ʔ o n
tuon,nagtuon,"V;PROG;PST",n a ɡ t u ʔ o n
tuon,nagtuon na,"V;PRF;PST",n a ɡ t u ʔ o n n a
tuon,nagtuon pa,"V;PRF+PROG;PST",n a ɡ t u ʔ o n p a
tuon,nagatuon,"V;PRS",n a ɡ a t u ʔ o n
tuon,nagatuon,"V;PROG;PRS",n a ɡ a t u ʔ o n
tuon,nagatuon na,"V;PRF;PRS",n a ɡ a t u ʔ o n n a
tuon,nagatuon pa,"V;PRF+PROG;PRS",n a ɡ a t u ʔ o n p a
tuon,magatuon,"V;FUT",m a ɡ a t u ʔ o n
tuon,magatuon,"V;PROG;FUT",m a ɡ a t u ʔ o n
tuon,magatuon na,"V;PRF;FUT",m a ɡ a t u ʔ o n n a
tuon,magatuon pa,"V;PRF+PROG;FUT",m a ɡ a t u ʔ o n p a
higda,higda,"V;NFIN",h i ɡ d a
higda,naghigda,"V;PST",n a ɡ h i ɡ d a ʔ
higda,naghigda,"V;PROG;PST",n a ɡ h i ɡ d a ʔ
higda,naghigda na,"V;PRF;PST",n a ɡ h i ɡ d a n a
higda,naghigda pa,"V;PRF+PROG;PST",n a ɡ h i ɡ d a p a
higda,nagahigda,"V;PRS",n a ɡ a h i ɡ d a
higda,nagahigda,"V;PROG;PRS",n a ɡ a h i ɡ d a
higda,nagahigda na,"V;PRF;PRS",n a ɡ a h i ɡ d a n a
higda,nagahigda pa,"V;PRF+PROG;PRS",n a ɡ a h i ɡ d a p a
higda,magahigda,"V;FUT",m a ɡ a h i ɡ d a
higda,magahigda,"V;PROG;FUT",m a ɡ a h i ɡ d a
higda,magahigda na,"V;PRF;FUT",m a ɡ a h i ɡ d a n a
higda,magahigda pa,"V;PRF+PROG;FUT",m a ɡ a h i ɡ d a p a
gustuhan,gustuhan,"V;NFIN",ɡ u s t u h a n
gustuhan,nagustuhan,"V;PST",n a ɡ u s t u h a n
gustuhan,nagustuhan,"V;PROG;PST",n a ɡ u s t u h a n
gustuhan,nagustuhan na,"V;PRF;PST",n a ɡ u s t u h a n n a
gustuhan,nagustuhan pa,"V;PRF+PROG;PST",n a ɡ u s t u h a n p a
gustuhan,nagustuhan,"V;PRS",n a ɡ u s t u h a n
gustuhan,nagustuhan,"V;PROG;PRS",n a ɡ u s t u h a n
gustuhan,nagustuhan na,"V;PRF;PRS",n a ɡ u s t u h a n n a
gustuhan,nagustuhan pa,"V;PRF+PROG;PRS",n a ɡ u s t u h a n p a
gustuhan,magustuhan,"V;FUT",m a ɡ u s t u h a n
gustuhan,magustuhan,"V;PROG;FUT",m a ɡ u s t u h a n
gustuhan,magustuhan na,"V;PRF;FUT",m a ɡ u s t u h a n n a
gustuhan,magustuhan pa,"V;PRF+PROG;FUT",m a ɡ u s t u h a n p a
pamati,pamati,"V;NFIN",p a m a t i
pamati,nagpamati,"V;PST",n a ɡ p a m a t i ʔ
pamati,nagpamati,"V;PROG;PST",n a ɡ p a m a t i ʔ
pamati,nagpamati na,"V;PRF;PST",n a ɡ p a m a t i n a
pamati,nagpamati pa,"V;PRF+PROG;PST",n a ɡ p a m a t i p a
pamati,nagapamati,"V;PRS",n a ɡ a p a m a t i
pamati,nagapamati,"V;PROG;PRS",n a ɡ a p a m a t i
pamati,nagapamati na,"V;PRF;PRS",n a ɡ a p a m a t i n a
pamati,nagapamati pa,"V;PRF+PROG;PRS",n a ɡ a p a m a t i p a
pamati,magapamati,"V;FUT",m a ɡ a p a m a t i
pamati,magapamati,"V;PROG;FUT",m a ɡ a p a m a t i
pamati,magapamati na,"V;PRF;FUT",m a ɡ a p a m a t i n a
pamati,magapamati pa,"V;PRF+PROG;FUT",m a ɡ a p a m a t i p a
kabuhi,kabuhi,"V;NFIN",k a b u h i ʔ
kabuhi,nagkabuhi,"V;PST",n a ɡ k a b u h i ʔ
kabuhi,nagkabuhi,"V;PROG;PST",n a ɡ k a b u h i ʔ
kabuhi,nagkabuhi na,"V;PRF;PST",n a ɡ k a b u h i n a
kabuhi,nagkabuhi pa,"V;PRF+PROG;PST",n a ɡ k a b u h i p a
kabuhi,nagakabuhi,"V;PRS",n a ɡ a k a b u h i ʔ
kabuhi,nagakabuhi,"V;PROG;PRS",n a ɡ a k a b u h i ʔ
kabuhi,nagakabuhi na,"V;PRF;PRS",n a ɡ a k a b u h i n a
kabuhi,nagakabuhi pa,"V;PRF+PROG;PRS",n a ɡ a k a b u h i p a
kabuhi,magakabuhi,"V;FUT",m a ɡ a k a b u h i ʔ
kabuhi,magakabuhi,"V;PROG;FUT",m a ɡ a k a b u h i ʔ
kabuhi,magakabuhi na,"V;PRF;FUT",m a ɡ a k a b u h i n a
kabuhi,magakabuhi pa,"V;PRF+PROG;FUT",m a ɡ a k a b u h i p a
dula,dula,"V;NFIN",d u l a
dula,nadula,"V;PST",n a d u l a
dula,gindula,"V;PROG;PST",ɡ i n d u l a
dula,nadula na,"V;PRF;PST",n a d u l a n a
dula,gindula pa,"V;PRF+PROG;PST",ɡ i n d u l a p a
dula,nadula,"V;PRS",n a d u l a
dula,ginadula,"V;PROG;PRS",ɡ i n a d u l a
dula,nadula na,"V;PRF;PRS",n a d u l a n a
dula,ginadula pa,"V;PRF+PROG;PRS",ɡ i n a d u l a p a
dula,madula,"V;FUT",m a d u l a
dula,madula,"V;PROG;FUT",m a d u l a
dula,madula na,"V;PRF;FUT",m a d u l a n a
dula,madula pa,"V;PRF+PROG;FUT",m a d u l a p a
higugma/higugmaon,higugma,"V;NFIN",h i ɡ u ɡ m a
higugma/higugmaon,ginhigugma,"V;PST",ɡ i n h i ɡ u ɡ m a
higugma/higugmaon,ginhigugma,"V;PROG;PST",ɡ i n h i ɡ u ɡ m a
higugma/higugmaon,ginhigugma na,"V;PRF;PST",ɡ i n h i ɡ u ɡ m a n a
higugma/higugmaon,ginhigugma pa,"V;PRF+PROG;PST",ɡ i n h i ɡ u ɡ m a p a
higugma/higugmaon,ginahigugma,"V;PRS",ɡ i n a h i ɡ u ɡ m a
higugma/higugmaon,ginahigugma,"V;PROG;PRS",ɡ i n a h i ɡ u ɡ m a
higugma/higugmaon,ginahigugma na,"V;PRF;PRS",ɡ i n a h i ɡ u ɡ m a n a
higugma/higugmaon,ginahigugma pa,"V;PRF+PROG;PRS",ɡ i n a h i ɡ u ɡ m a p a
higugma/higugmaon,pagahigugmaon,"V;FUT",p a ɡ a h i ɡ u ɡ m a ʔ o n
higugma/higugmaon,pagahigugmaon,"V;PROG;FUT",p a ɡ a h i ɡ u ɡ m a ʔ o n
higugma/higugmaon,pagahigugmaon na,"V;PRF;FUT",p a ɡ a h i ɡ u ɡ m a ʔ o n n a
higugma/higugmaon,pagahigugmaon pa,"V;PRF+PROG;FUT",p a ɡ a h i ɡ u ɡ m a ʔ o n p a
sugata,sugata,"V;NFIN",s u ɡ a t a
sugata,nagsugata,"V;PST",n a ɡ s u ɡ a t a
sugata,nagsugata,"V;PROG;PST",n a ɡ s u ɡ a t a
sugata,nagsugata na,"V;PRF;PST",n a ɡ s u ɡ a t a n a
sugata,nagsugata pa,"V;PRF+PROG;PST",n a ɡ s u ɡ a t a p a
sugata,nagasugata,"V;PRS",n a ɡ a s u ɡ a t a
sugata,nagasugata,"V;PROG;PRS",n a ɡ a s u ɡ a t a
sugata,nagasugata na,"V;PRF;PRS",n a ɡ a s u ɡ a t a n a
sugata,nagasugata pa,"V;PRF+PROG;PRS",n a ɡ a s u ɡ a t a p a
sugata,magasugata,"V;FUT",m a ɡ a s u ɡ a t a
sugata,magasugata,"V;PROG;FUT",m a ɡ a s u ɡ a t a
sugata,magasugata na,"V;PRF;FUT",m a ɡ a s u ɡ a t a n a
sugata,magasugata pa,"V;PRF+PROG;FUT",m a ɡ a s u ɡ a t a p a
kinahanglan,kinahanglan,"V;NFIN",k i n a h a ŋ l a n
kinahanglan,nagkinahanglan,"V;PST",n a ɡ k i n a h a ŋ l a n
kinahanglan,nagkinahanglan,"V;PROG;PST",n a ɡ k i n a h a ŋ l a n
kinahanglan,nagkinahanglan na,"V;PRF;PST",n a ɡ k i n a h a ŋ l a n n a
kinahanglan,nagkinahanglan pa,"V;PRF+PROG;PST",n a ɡ k i n a h a ŋ l a n p a
kinahanglan,nagakinahanglan,"V;PRS",n a ɡ a k i n a h a ŋ l a n
kinahanglan,nagakinahanglan,"V;PROG;PRS",n a ɡ a k i n a h a ŋ l a n
kinahanglan,nagakinahanglan na,"V;PRF;PRS",n a ɡ a k i n a h a ŋ l a n n a
kinahanglan,nagakinahanglan pa,"V;PRF+PROG;PRS",n a ɡ a k i n a h a ŋ l a n p a
kinahanglan,magakinahanglan,"V;FUT",m a ɡ a k i n a h a ŋ l a n
kinahanglan,magakinahanglan,"V;PROG;FUT",m a ɡ a k i n a h a ŋ l a n
kinahanglan,magakinahanglan na,"V;PRF;FUT",m a ɡ a k i n a h a ŋ l a n n a
kinahanglan,magakinahanglan pa,"V;PRF+PROG;FUT",m a ɡ a k i n a h a ŋ l a n p a
talupangdan/talupangod/talupangdon,talupangdan,"V;NFIN",t a l u p a ŋ d a n
talupangdan/talupangod/talupangdon,natalupangdan,"V;PST",n a t a l u p a ŋ d a n
talupangdan/talupangod/talupangdon,gintalupangod,"V;PROG;PST",ɡ i n t a l u p a ŋ o d
