iso_639_3,glottocode,language_name,family,macro_area,population_l1,population_source,population_scope,l2_proportion,vehicularity,div_bordering_languages,area_km2,altitude_range,roughness,eco_imputed,latitude,longitude
bgo,baga1273,Baga Koga,Atlantic-Congo,Africa,,,,,0,1.0,3786.250145,375.8631287,5.085823298,False,10.1286,-13.947
bsp,baga1272,Baga Sitemu,Atlantic-Congo,Africa,4000.0,Bromham,bsp,,0,4.0,706.6455625,244.5726929,4.37706399,False,10.4793,-14.4756
kdx,kamm1249,Kam,Atlantic-Congo,Africa,5000.0,Bromham,kdx,,0,1.0,197.8953196,971.9898071,5.629380584,False,8.305,11.056111
ged,gade1242,Gade,Atlantic-Congo,Africa,72100.0,Bromham,ged,,0,2.0,1843.941966,487.2154236,5.254591465,False,8.71139,7.49869
kcf,ukaa1243,Ukaan,Atlantic-Congo,Africa,18000.0,Bromham,kcf,,0,6.0,209.3912168,351.4570923,5.167666912,False,7.59722,6.03933
oks,okoe1238,Oko-Eni-Osayen,Atlantic-Congo,Africa,10000.0,Bromham,oks,,0,5.0,228.3428198,351.4570923,5.167666912,False,7.53908,6.15725
ahp,apro1235,Aproumu Aizi,Atlantic-Congo,Africa,6500.0,Bromham,ahp,,0,3.0,320.4309862,170.2126007,4.189496994,False,5.20273,-4.52192
mka,mbre1244,Mbre,Atlantic-Congo,Africa,200.0,Bromham,mka,,0,1.0,11.22772647,139.6471519,4.136120915,False,8.20929,-5.72944
bif,biaf1240,Biafada,Atlantic-Congo,Africa,44900.0,Bromham,bif,,0,5.0,2214.445321,61.24703026,3.27808094,False,11.467,-15.1347
pbp,bady1239,Jaad-Badyara,Atlantic-Congo,Africa,12730.0,Bromham,pbp,,0,4.0,773.0727696,146.4954681,3.880494356,False,12.6425,-13.4759
cou,wame1240,Wamey,Atlantic-Congo,Africa,23670.0,Bromham,cou,,0,4.0,1585.511737,146.4954681,3.880494356,False,12.5421,-13.177
mbv,mbul1258,Mbulungish,Atlantic-Congo,Africa,5000.0,Bromham,mbv,,0,1.0,313.7996066,244.5726929,4.37706399,False,10.8553,-14.7372
naj,nalu1240,Nalu,Atlantic-Congo,Africa,21830.0,Bromham,naj,,0,6.0,2846.759113,74.9135437,3.450796127,False,11.0397,-14.8188
bcg,baga1275,Pukur,Atlantic-Congo,Africa,3000.0,Bromham,bcg,,0,1.0,108.6944817,244.5726929,4.37706399,False,10.5271,-14.6111
srr,sere1260,Sereer,Atlantic-Congo,Africa,1161900.0,Bromham,srr,,0,5.0,10066.38269,40.70499039,3.087294102,False,13.8941,-16.3916
arl,arab1268,Arabela,Zaparoan,South America,50.0,Bromham,arl,0.0,0,2.0,983.3343635,61.33057785,3.47655654,False,-1.96126,-75.0612
anb,ando1255,Andoa,Zaparoan,South America,,,,,0,1.0,6905.904875,215.1704407,3.993082881,False,-3.29664,-76.6056
cah,cahu1268,Cahuarano,Zaparoan,South America,,,,,0,2.0,6905.904875,76.77628326,3.47655654,True,-3.72665,-73.9469
iqu,iqui1243,Iquito,Zaparoan,South America,35.0,Bromham,iqu,0.0,0,1.0,1946.353073,64.24262873,3.375033617,False,-3.31233,-73.97046
gbb,kayt1238,Kaytetye,Pama-Nyungan,Australia,140.0,Bromham,gbb,,0,4.0,9654.217798,225.6263847,4.474387765,False,-21.5844,133.602
wgu,wira1265,Wirangu,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-32.0,134.0
dji,djin1253,Djinang,Pama-Nyungan,Australia,210.0,Bromham,dji,0.0,0,6.0,4123.738369,134.1550407,4.116720319,False,-12.462,134.82
djb,djin1252,Djinba,Pama-Nyungan,Australia,45.0,Bromham,djb,,0,5.0,3406.610258,225.350174,4.475426674,False,-12.93,134.967
rit,rita1239,Ritharrngu,Pama-Nyungan,Australia,32.0,Bromham,rit,0.0,0,5.0,15088.68532,199.3791962,4.35604775,False,-13.4559,135.259
nju,ngad1258,Ngadjunmaya,Pama-Nyungan,Australia,10.0,Koplenig,nju,0.0,0,3.0,72951.24475,190.5282288,4.375536919,True,-32.02447,124.46601
lkm,kala1401,Kalaamaya,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-30.245,120.223
kba,kala1379,Kalarko-Mirniny,Pama-Nyungan,Australia,,,,,0,2.0,204918.1678,156.3447571,4.301144004,False,-31.7154,118.911
nha,nhan1238,Nhanda,Pama-Nyungan,Australia,,,,,0,1.0,40806.70375,183.8712196,4.375536919,False,-27.425236,114.268044
wrh,wira1262,Wiradhuri,Pama-Nyungan,Australia,100.0,Bromham,wrh,,0,1.0,94134.84034,226.8887882,3.803593993,False,-34.0742,145.994
wyb,wang1291,Ngiyambaa,Pama-Nyungan,Australia,12.0,Bromham,wyb,0.0,0,1.0,28350.1726,119.2625885,3.596040726,False,-30.6481,146.18
kld,gami1243,Yuwaalaraay-Gamilaraay,Pama-Nyungan,Australia,35.0,Bromham,kld,0.0,0,0.0,84766.72658,349.713623,4.650293191,False,-29.9037,149.543
jbi,badj1244,Badjirri,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-28.79,145.47
lku,kuun1236,Kuungkari of Barcoo River,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-24.751087,143.536523
xpa,pirr1240,Pirriya,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-25.480066,142.548512
wmi,wami1239,Wamin,Pama-Nyungan,Australia,,,,,0,4.0,9327.909758,456.5422974,5.144154072,False,-18.3727,143.943
vmb,mbab1239,Mbabaram,Pama-Nyungan,Australia,,,,,0,6.0,41360.35682,404.1260681,4.573822975,False,-20.1389,143.438
nlw,wala1263,Walangama,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-17.602433,142.489127
gko,kokn1236,Kok-Nar,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-16.181,141.608
zmv,mbar1253,Rimanggudhinma,Pama-Nyungan,Australia,,,,,0,4.0,1799.115733,242.7701874,4.67033124,False,-14.529,143.789
xmy,maya1280,Mayaguduna,Pama-Nyungan,Australia,,,,,0,6.0,23590.46093,171.6573868,3.87718451,False,-18.1147,140.337
yxm,yinw1236,Yinwum,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-12.52069,142.703622
rrt,arit1239,Arritinngithigh,Pama-Nyungan,Australia,,,,,0,3.0,16164.880995,190.5282288,4.375536919,True,-12.508393,142.138748
wua,wikn1246,Wikngenchera,Pama-Nyungan,Australia,50.0,Bromham,wua,,0,2.0,97.7003107,54.80780602,3.67824614,False,-13.4957,141.599
mem,mang1383,Mangala,Pama-Nyungan,Australia,61.0,Bromham,mem,,0,2.0,6577.829501,190.1380157,4.393226624,False,-18.6597,123.769
gbd,kara1476,Karadjeri,Pama-Nyungan,Australia,26.0,Bromham,gbd,0.0,0,2.0,11799.34016,144.3531837,4.387747765,False,-18.6771,122.334
nna,nyan1301,Nyangumarta,Pama-Nyungan,Australia,310.0,Bromham,nna,,0,6.0,76216.25929,250.8010101,4.46250391,False,-20.6271,121.391
gvn,kuku1273,Kuku-Yalanji,Pama-Nyungan,Australia,360.0,Bromham,gvn,0.0,0,2.0,5368.388232,356.2961121,5.254523277,False,-16.0036,145.188
djf,djan1238,Djangun,Pama-Nyungan,Australia,,,,,0,2.0,11648.55789,450.5400696,5.62198925,False,-16.91051,144.93245
vmu,mulu1243,Muluridyi,Pama-Nyungan,Australia,,,,,0,1.0,3033.456501,550.7181854,5.932751179,False,-17.0601,145.329
yii,yidi1250,Yidiñ,Pama-Nyungan,Australia,150.0,Bromham,yii,0.0,0,2.0,641.0483876,566.4544144,5.779281735,False,-17.1332,145.876
dyy,dyaa1242,Dyaabugay,Pama-Nyungan,Australia,29.0,Bromham,dyy,0.0,0,2.0,649.5182154,450.5400696,5.62198925,False,-16.596,145.388
mpw,mapi1252,Mapidian-Mawayana,Arawakan,South America,10.0,Bromham,mpw,,0,0.0,9006.689978,203.9580231,4.409771442,False,1.9145,-59.6155
xir,xiri1243,Xiriâna,Arawakan,South America,903.0,Bromham,xir,,0,0.0,26268.29278,314.8571472,4.932762146,False,2.69932,-62.5413
guc,wayu1243,Wayuu,Arawakan,South America,321000.0,Bromham,guc,0.0,0,2.0,32700.31146,1142.782528,5.445554137,False,11.395566,-72.199791
pbg,para1316,Paraujano,Arawakan,South America,4326.0,Bromham,pbg,,0,2.0,24652.58045,1007.783936,5.760231018,False,10.8427,-71.8399
tnq,tain1254,Taino,Arawakan,North America,,,,,0,1.0,3984.960272,5.883277893,2.337178886,False,18.2836,-66.8042
bae,bare1276,Baré,Arawakan,South America,240.0,Bromham,bae,,0,1.0,8729.599336,320.4883614,4.173181653,False,1.91649,-66.828
ybn,yaba1249,Yabaâna-Mainatari,Arawakan,South America,90.0,Bromham,ybn,,0,0.0,37675.15699,531.9434509,3.977210641,False,0.58332,-65.5
yvt,yavi1244,Yavitero-Pareni,Arawakan,South America,1.0,Bromham,yvt,,0,2.0,60099.0697,977.8757172,5.531411052,False,2.800281,-68.084219
gae,guar1293,Baniva de Maroa,Arawakan,South America,650.0,Bromham,gae,0.0,0,6.0,25973.90737,533.9492207,4.409147322,False,1.80835,-66.922505
ter,tere1279,Terena-Kinikinao-Chane,Arawakan,South America,15800.0,Bromham,ter,0.0,0,2.0,19523.05703,411.8267212,4.946186543,False,-20.6614,-56.0329
brg,baur1253,Baure,Arawakan,South America,40.0,Bromham,brg,0.0,0,1.0,119.7222578,75.42057037,3.199976683,False,-13.1278,-64.1838
ame,yane1238,Yanesha',Arawakan,South America,9830.0,Bromham,ame,0.0,0,6.0,7727.597119,3145.368011,6.849880099,False,-10.5454,-75.315
gma,gamb1251,Gambera,Worrorran,Australia,,,,,0,2.0,2803.00527,298.2838898,5.057552338,False,-14.29546,126.27131
gww,kwin1241,Kwini,Worrorran,Australia,50.0,Bromham,gww,0.0,0,1.0,157.0706803,345.7168884,4.798287153,False,-14.2515,126.562
vmi,miwa1242,Miwa,Worrorran,Australia,,,,,0,3.0,14173.84584,280.654686,4.867269516,False,-14.3484,126.921
ibu,ibuu1240,Ibu,North Halmahera,Papunesia,35.0,Bromham,ibu,,0,1.0,26.40842538,267.2740326,5.947149992,False,1.50556,127.542
tft,tern1247,Ternate,North Halmahera,Papunesia,42000.0,Bromham,tft,,0,2.0,250.3021862,268.3045845,5.856052995,False,0.80562,127.333
tvo,tido1248,Tidore,North Halmahera,Papunesia,26000.0,Bromham,tvo,0.434782594,0,6.0,773.9574207,269.3351364,5.764955997,False,0.02461,127.746
tby,taba1263,Tabaru,North Halmahera,Papunesia,15000.0,Bromham,tby,0.0,0,14.0,1528.425742,267.2740326,5.947149992,False,1.46563,127.633
dtm,tomo1243,Tomo Kan Dogon,Dogon,Africa,133000.0,Bromham,dtm,,0,9.0,6486.35541,119.6002388,3.832045794,False,13.6331,-3.82228
dtk,tene1248,Tengou-Togo Dogon,Dogon,Africa,127000.0,Bromham,dtk,,0,7.0,2562.062026,119.6002388,3.832045794,False,14.0675,-3.37158
dgb,buno1241,Bunoge Dogon,Dogon,Africa,1000.0,Bromham,dgb,,0,4.0,110.1481287,128.889637,3.787516475,False,14.43,-3.49
aqd,ampa1238,Ampari Dogon,Dogon,Africa,,,,,0,5.0,714.01688865,128.889637,3.832045794,True,14.15,-3.55
dmb,momb1254,Mombo Dogon,Dogon,Africa,,,,,0,5.0,714.01688865,128.889637,3.832045794,True,14.376155,-3.664799
dbu,bond1248,Najamba-Kindige,Dogon,Africa,24700.0,Bromham,dbu,,0,7.0,1739.041089,128.889637,3.787516475,False,14.9066,-3.32636
dtu,tebu1239,Tebul Ure Dogon,Dogon,Africa,3000.0,Bromham,dtu,,0,3.0,19.0035319,165.7788849,4.388505459,False,14.66,-3.1
hoz,hozo1236,Hozo,Blue Nile Mao,Africa,3000.0,Bromham,hoz,,0,3.0,561.8893698,792.7073898,4.860011339,False,9.38875,34.60448
sze,seze1235,Seze,Blue Nile Mao,Africa,3000.0,Bromham,sze,,0,4.0,528.6498256,842.1214752,5.173355261,False,9.50764,34.6449
xld,lydi1241,Lydian,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,40.287,28.599
aln,gheg1238,Gheg Albanian,Indo-European,Eurasia,6678000.0,Bromham,aln,,1,7.0,28432.34014,1458.233765,6.576565266,False,42.317,21.3837
xce,celt1247,Celtiberian,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,41.279,-2.53
txb,tokh1243,Tokharian B,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,41.65,82.9
xto,tokh1242,Tokharian A,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,42.98,89.18
prg,prus1238,Old Prussian,Indo-European,Eurasia,,,,,0,3.0,30889.36425,230.2562256,4.285341024,False,52.394,14.757
qug,chim1302,Bolivar-North Chimborazo Highland Quichua,Quechuan,South America,800000.0,Bromham,qug,,0,4.0,14925.66798,2397.440613,6.902144909,False,-1.36727,-78.8521
qud,cald1236,Calderón Highland Quichua,Quechuan,South America,25000.0,Bromham,qud,,0,4.0,5189.753561,3627.70874,7.351883888,False,-0.36205,-78.2587
qxl,sala1272,Tungurahua Highland Quichua,Quechuan,South America,14300.0,Bromham,qxl,,0,2.0,1225.861332,3251.627808,7.309440374,False,-1.35447,-78.3953
qxr,cana1262,Cañar-Azuay-South Chimborazo Highland Quichua,Quechuan,South America,100000.0,Bromham,qxr,0.0,0,2.0,5439.337798,2121.051987,6.744431496,False,-2.48314,-78.9672
qvj,loja1235,Loja Highland Quichua,Quechuan,South America,30500.0,Bromham,qvj,,0,1.0,1576.234545,2459.797424,6.811587572,False,-3.69352,-79.29151
qxp,puno1238,Puno Quechua,Quechuan,South America,500000.0,Bromham,qxp,,0,3.0,39009.12487,2747.611267,6.7137115,False,-14.608,-70.2084
qve,east2551,Eastern Apurímac Quechua,Quechuan,South America,200000.0,Bromham,qve,0.0,0,4.0,13759.18915,2485.811157,7.072540045,False,-14.1754,-72.6686
quz,cusc1236,Cusco Quechua,Quechuan,South America,1500000.0,Bromham,quz,,1,7.0,51253.66414,2529.954742,6.819977283,False,-14.0853,-71.7663
quy,ayac1239,Ayacucho Quechua,Quechuan,South America,900000.0,Bromham,quy,,1,10.0,67282.43882,2989.457031,7.136571884,False,-13.84714,-74.32246
qxu,areq1237,Arequipa-La Unión Quechua,Quechuan,South America,18600.0,Bromham,qxu,,0,4.0,9634.525138,1913.101074,6.905229092,False,-15.1806,-72.6333
qul,nort2976,North Bolivian Quechua,Quechuan,South America,116000.0,Bromham,qul,,1,2.0,11566.14254,2659.418945,6.480727673,False,-14.4014,-68.7894
qxc,chin1483,Chincha Quechua,Quechuan,South America,6000.0,Bromham,qxc,,0,1.0,648.547689,3756.615845,7.356271982,False,-12.85,-75.649
qux,yauy1235,Yauyos Quechua,Quechuan,South America,6500.0,Bromham,qux,,0,4.0,4636.079711,3756.615845,7.356271982,False,-13.1144,-75.7659
abt,ambu1247,Ambulas,Ndu,Papunesia,44000.0,Bromham,abt,0.0,0,9.0,1154.190211,608.9898071,5.62084341,False,-3.7801,143.059
wos,hang1263,Hanga Hundi,Ndu,Papunesia,7200.0,Bromham,wos,0.0,0,4.0,740.9531398,608.9898071,5.62084341,False,-3.90364,142.849
mle,mana1298,Manambu,Ndu,Papunesia,2110.0,Bromham,mle,,0,3.0,194.0396243,1519.695343,6.334013462,False,-4.19082,142.862
ylg,yelo1243,Yalaku,Ndu,Papunesia,160.0,Bromham,ylg,,0,2.0,138.8302556,608.9898071,5.62084341,False,-4.09907,142.808
spk,seng1284,Sengo,Ndu,Papunesia,520.0,Bromham,spk,,0,2.0,12.59105124,608.9898071,5.62084341,False,-4.02247,142.956
kxt,koiw1243,Koiwat,Ndu,Papunesia,800.0,Bromham,kxt,,0,4.0,454.876291,753.1196289,5.36567688,False,-4.03417,143.62
inz,ines1240,Ineseño,Chumashan,North America,,,,,0,3.0,3491.205841,966.4089355,6.479181767,False,34.6169,-120.08
boi,barb1263,Barbareño,Chumashan,North America,,,,,0,4.0,10105.93304,966.4089355,6.479181767,False,34.462,-119.699
puy,puri1259,Purisimeño,Chumashan,North America,,,,,0,3.0,31.15884835,966.4089355,6.479181767,False,34.6866,-120.431
veo,vent1242,Ventureño,Chumashan,North America,,,,,0,3.0,17.18869682,966.4089355,6.479181767,False,34.1761,-119.035
ona,onaa1245,Selk'nam,Chonan,South America,2.0,Bromham,ona,,0,2.0,202346.6916,806.3557739,5.754723549,False,-54.0,-68.5
tix,sout2961,Southern Tiwa,Kiowa-Tanoan,North America,1600.0,Bromham,tix,0.0,0,2.0,925.5917858,753.637085,6.119211197,False,34.7873,-106.661
kcb,kawa1276,Kawacha,Angan,Papunesia,12.0,Bromham,kcb,,0,1.0,1.823045966,1690.902893,6.805873156,False,-6.95411,146.20997
apz,safe1240,Safeyoka,Angan,Papunesia,2390.0,Bromham,apz,0.0,0,5.0,730.0481264,1725.962646,6.966411273,False,-7.05417,146.09
byr,baru1267,Baruya,Angan,Papunesia,6600.0,Bromham,byr,0.0,0,4.0,669.0777885,1916.283508,6.958115339,False,-6.89261,145.818
smb,simb1255,Simbari,Angan,Papunesia,3040.0,Bromham,smb,,0,5.0,1405.066077,1690.902893,6.805873156,False,-7.02259,145.603
aak,anka1246,Ankave,Angan,Papunesia,1600.0,Bromham,aak,0.0,0,4.0,205.0679028,1690.902893,6.805873156,False,-7.19444,145.754
hmt,hamt1247,Hamtai,Angan,Papunesia,45000.0,Bromham,hmt,0.0,0,9.0,5659.868799,1690.902893,6.805873156,False,-7.54975,146.227
mcr,meny1245,Menya,Angan,Papunesia,20000.0,Bromham,mcr,0.0,0,4.0,593.1808035,1690.902893,6.805873156,False,-7.17425,146.071
crd,coeu1236,Coeur d'Alene,Salishan,North America,2.0,Bromham,crd,0.0,0,1.0,1033.083016,1015.935089,6.005358458,False,47.2958,-116.715
col,colu1241,Columbia-Wenatchi,Salishan,North America,40.0,Bromham,col,0.0,0,3.0,2138.043484,1038.436752,6.208268642,False,48.217,-118.454
lil,lill1248,Lillooet,Salishan,North America,310.0,Bromham,lil,0.0,0,2.0,165.7392188,1304.658234,6.3196702,False,50.7272,-122.04
twa,twan1247,Twana,Salishan,North America,350.0,Bromham,twa,,0,1.0,13157.24231,1267.574738,6.409031868,False,47.7419,-121.765
uka,kabu1249,Kaburi,South Bird's Head Family,Papunesia,600.0,Bromham,uka,,0,5.0,708.0743444,748.3078003,5.628991604,False,-1.92547,132.528
tez,tets1235,Tetserret,Afro-Asiatic,Africa,,,,,0,4.0,919.1701375499999,467.9548645,5.006450653,True,14.973333,5.699722
zen,zena1248,Zenaga,Afro-Asiatic,Africa,200.0,Bromham,zen,0.0,0,2.0,3777.998022,29.00229931,3.033137321,False,16.82,-16.1711
gnc,guan1277,Guanche,Afro-Asiatic,Africa,,,,,0,4.0,919.1701375499999,467.9548645,5.006450653,True,28.0,-15.5
thv,taha1241,Tahaggart Tamahaq,Afro-Asiatic,Africa,77000.0,Bromham,thv,0.0,0,5.0,533116.1793,830.6748962,5.225245476,False,22.5908,8.73169
kab,kaby1243,Kabyle,Afro-Asiatic,Africa,5000000.0,Bromham,kab,0.0,0,1.0,19686.20885,847.0687256,6.199109554,False,36.4103,4.76137
awn,awng1244,Awngi,Afro-Asiatic,Africa,489000.0,Bromham,awn,0.11637152,0,4.0,13214.34802,1224.5554,6.174691995,False,10.9819,36.6916
dal,daha1245,Dahalo,Afro-Asiatic,Africa,400.0,Bromham,dal,0.0,0,5.0,633.3839939,154.5863037,4.131275654,False,-2.1843,40.37
aas,aasa1238,Aasax,Afro-Asiatic,Africa,350.0,Bromham,aas,,0,0.0,812.6089533,763.3223877,6.349441051,False,-4.00679,36.8648
xeb,ebla1238,Eblaite,Afro-Asiatic,Eurasia,,,,,0,4.0,919.1701375499999,467.9548645,5.006450653,True,35.798,36.798
kii,kits1249,Kitsai,Caddoan,North America,2000.0,Bromham,kii,,0,2.0,62215.88143,857.1454391,5.849232674,False,31.83,-96.5
nmn,huaa1248,East Taa,Tuu,Africa,4200.0,Bromham,nmn,0.0,0,7.0,89987.95409,188.1566772,4.010224104,False,-24.20022,20.79583
xeg,xegw1238,//Xegwi,Tuu,Africa,,,,,0,3.0,116270.566,211.4913839,4.338219802,False,-26.3407,30.4028
kqu,vaal1235,Vaal-Orange,Tuu,Africa,,,,,0,3.0,98528.703695,505.6930949,4.9713894925,True,-29.55,26.11
gku,dans1240,Danster !Ui,Tuu,Africa,,,,,0,3.0,98528.703695,505.6930949,4.9713894925,True,-28.11,24.86
ngh,nngg1234,N||ng,Tuu,Africa,12.0,Bromham,ngh,,0,3.0,31629.35878,799.8948059,5.604559183,False,-29.70543,19.08408
bib,biss1248,Bissa,Mande,Africa,528000.0,Bromham,bib,0.0,0,4.0,6842.241343,188.5505727,4.099533478,False,10.4257,-1.67332
wmd,mama1278,Mamaindé,Nambiquaran,South America,330.0,Bromham,wmd,,0,1.0,799.9356972,324.0096207,4.76542449,False,-12.986439,-60.101072
uni,unii1234,Uni,Sko,Papunesia,,,,,0,3.0,152.896872,589.8666229,6.021802902,True,-3.09369,142.027703
suo,boun1246,Bouni-Bobe,Sko,Papunesia,,,,,0,3.0,152.896872,589.8666229,6.021802902,True,-3.067293,141.932259
bpe,wara1302,Bauni,Sko,Papunesia,,,,,0,3.0,152.896872,589.8666229,6.021802902,True,-3.07263,142.012
pux,puar1240,Puare,Sko,Papunesia,35.0,Bromham,pux,,0,3.0,313.6895022,589.8666229,6.021802902,False,-2.90121,141.715
skv,nucl1634,Skou,Sko,Papunesia,700.0,Bromham,skv,0.0,0,3.0,248.483304,589.8666229,6.021802902,False,-2.64378,140.902
dzg,daza1242,Dazaga,Saharan,Africa,381000.0,Bromham,dzg,,1,11.0,479391.0978,146.932106,3.922299385,False,15.7358,15.8517
tuq,teda1241,Tedaga,Saharan,Africa,40500.0,Bromham,tuq,,0,4.0,435889.9996,909.4573059,5.252486944,False,18.0426,14.7717
evn,even1259,Evenki,Tungusic,Eurasia,16800.0,Bromham,evn,0.0,0,9.0,489058.3053,459.3560384,5.50103267,False,53.85,108.626
orh,oroq1238,Oroqen,Tungusic,Eurasia,1200.0,Bromham,orh,,0,3.0,23360.27544,357.8138733,4.807676315,False,50.6319,125.017
oaa,orok1265,Orok,Tungusic,Eurasia,47.0,Bromham,oaa,0.0,0,1.0,3010.076595,497.6554871,5.81081295,False,49.3639,143.128
ulc,ulch1241,Ulch,Tungusic,Eurasia,150.0,Bromham,ulc,,0,1.0,5178.919009,407.4892731,5.391797543,False,51.8521,140.29
mnc,manc1252,Manchu,Tungusic,Eurasia,20.0,Bromham,mnc,0.0,0,4.0,27538.41736,148.5918007,3.865739703,False,47.3122,126.557
sjo,xibe1242,Xibe,Tungusic,Eurasia,30000.0,Bromham,sjo,,0,3.0,2520.489525,2245.484924,7.191614628,False,43.5854,81.0034
ava,avar1256,Avar,Nakh-Daghestanian,Eurasia,761000.0,Bromham,ava,,1,20.0,9729.407997,1483.36377,6.629453659,False,41.7047,46.558
dar,darg1241,North-Central Dargwa,Nakh-Daghestanian,Eurasia,486000.0,Bromham,dar,0.0,0,7.0,4654.763654,2497.070679,7.106041431,False,42.4257,47.4388
ugh,kuba1248,Kubachi,Nakh-Daghestanian,Eurasia,,,,,0,4.0,192.1018833,1879.818298,7.008277893,True,42.08504,47.601843
aqc,arch1244,Archi,Nakh-Daghestanian,Eurasia,970.0,Bromham,aqc,0.0,0,2.0,64.41484443,2497.070679,7.106041431,False,42.3239,46.8267
inh,ingu1240,Ingush,Nakh-Daghestanian,Eurasia,306000.0,Bromham,inh,0.0,0,3.0,2703.10114,1781.118408,6.277719259,False,43.11,45.03
che,chec1245,Chechen,Nakh-Daghestanian,Eurasia,1353000.0,Bromham,che,,1,5.0,51662.5555,420.7673492,5.202352285,False,43.5,45.5
trz,tora1263,Torá,Chapacuran,South America,51.0,Bromham,trz,,0,0.0,128496.4987,51.86921501,2.928831875,False,-6.19532,-61.7416
ckt,chuk1273,Chukchi,Chukotko-Kamchatkan,Eurasia,5100.0,Bromham,ckt,0.0,0,7.0,186825.204,372.4621992,5.086758852,False,68.6436,170.045
ijs,sout2774,Southeast Ijo,Ijoid,Africa,71500.0,Bromham,ijs,,0,5.0,2436.718841,115.6379375,2.924462557,False,4.44235,6.32192
ijc,izon1238,Izon,Ijoid,Africa,1000000.0,Bromham,ijc,0.0,0,11.0,11670.78262,98.00015259,3.516828656,False,5.17986,5.51702
udu,uduk1239,Uduk,Koman,Africa,20000.0,Koplenig,udu,0.0,0,5.0,2372.765573,697.936924,4.921357274,False,9.16012,34.2293
xom,komo1258,Komo (Sudan-Ethiopia),Koman,Africa,18530.0,Bromham,xom,0.0,0,7.0,3639.892954,792.7073898,4.860011339,False,8.94162,34.0939
lgn,opuu1239,Opo,Koman,Africa,1750.0,Bromham,lgn,,0,3.0,1220.813739,621.2044118,4.09276708,False,8.47526,33.853
chy,chey1247,Cheyenne,Algic,North America,2100.0,Bromham,chy,0.0,0,2.0,1686.508899,742.1767883,5.387374997,False,45.5321,-106.659
mez,meno1252,Menominee,Algic,North America,35.0,Bromham,mez,0.416666657,0,1.0,489.8781073,232.4905186,4.1357584,False,44.9794,-88.6395
mcv,mina1274,Minanibai-Foia Foia,Anim,Papunesia,300.0,Bromham,mcv,,0,4.0,444.0546741,1295.200195,5.687114239,False,-7.61717,144.011
tsx,muba1238,Mubami,Anim,Papunesia,1730.0,Bromham,tsx,,0,7.0,3367.622478,982.692627,4.942091465,False,-7.5501,142.998
mcc,bitu1242,Bitur,Anim,Papunesia,860.0,Bromham,mcc,,0,4.0,527.9033723,353.2976481,3.609974623,False,-8.51839,142.71
bmz,bara1378,Baramu,Anim,Papunesia,850.0,Bromham,bmz,,0,3.0,139.8894849,512.1255379,4.056661487,False,-8.4885,143.002
wei,were1244,Were,Anim,Papunesia,490.0,Bromham,wei,,0,3.0,206.1223885,320.3540726,3.526711643,False,-8.42194,142.447
aup,maka1315,Makayam,Anim,Papunesia,1300.0,Bromham,aup,,0,4.0,498.2559114,320.3540726,3.526711643,False,-8.37312,142.706
mrz,nucl1622,Marind,Anim,Papunesia,7000.0,Bromham,mrz,0.0,0,11.0,13986.20804,87.69036484,2.744227489,False,-8.15651,140.009
bpv,bian1251,Bian Marind,Anim,Papunesia,2900.0,Bromham,bpv,,0,4.0,3533.401659,126.9871597,2.978016496,False,-7.35942,140.568
jaq,yaqa1246,Yaqay,Anim,Papunesia,10000.0,Bromham,jaq,0.0,0,6.0,3732.731258,949.4413681,3.638893485,False,-6.66632,139.249
bgv,wark1247,Warkay-Bipim,Anim,Papunesia,300.0,Bromham,bgv,,0,1.0,44.60468243,1146.042847,4.748791933,False,-5.7716,138.638
zik,zima1244,Zimakani,Anim,Papunesia,1500.0,Bromham,zik,0.0,0,2.0,2825.396016,221.5233459,3.276922703,False,-7.3701,141.452
kvg,kuni1265,Kuni-Boazi,Anim,Papunesia,4500.0,Bromham,kvg,0.0,0,3.0,3961.899369,221.5233459,3.276922703,False,-6.97504,141.365
kie,kibe1241,Kibet,Maban,Africa,18500.0,Bromham,kie,,0,6.0,14907.43322,174.047657,3.677396059,False,11.32054,20.87674
rou,rung1258,Runga,Maban,Africa,43000.0,Bromham,rou,0.0,0,16.0,50609.2068,209.1870651,3.765937726,False,9.7154,20.9945
lic,hlai1239,Hlai,Tai-Kadai,Eurasia,667000.0,Bromham,lic,,0,6.0,14775.26743,308.57621,5.57076184,False,18.8062,109.459
